accomplish,"vt.完成,达到,实现"
elect,"vt.选举,推选v.选择,作出选择,选举,选举,选举"
uphold,"vt.支持,赞成"
cooperate,"vi.合作,协作"
recall,"vt.回忆,回想,记起,取消n.召回"
addition,"n.加,加起来,增加物,增加,加法"
manifest,"n.载货单,旅客名单adj.显然的,明白的vi.出现vt.表明,证明"
instance,"n.实例,建议,要求,情况,场合vt.举...为例,获得例证"
complement,"n.补足物,[文法]补语,[数]余角vt.补助,补足"
compound,"n.混合物,[化]化合物adj.复合的v.混合,配合"
singular,"n.单数adj.单一的,非凡的,异常的,持异议的"
plural,adj.复数的
supplement,"n.补遗,补充,附录,增刊v.补充"
thunder,"n.雷,雷声,轰隆声vi.打雷,雷鸣"
withdraw,"vt.收回,撤消vi.缩回,退出v.撤退"
inspect,"vt.检查,视察v.检查"
link,"n.链环,连结物,火把,链接vt.连结,联合,挽vi.连接起来"
accompany,"vt.陪伴,伴奏"
apology,"n.(为某种思想,宗教,哲学等)辩解,道歉"
leap,"v.跳,跳越,跳跃n.跳跃,飞跃"
lean,"n.倾斜,倾斜度,倚靠,倾向adj.瘦的,贫乏的,歉收的vi.倚靠,倾斜,依赖,倾向,偏向vt.使倾斜"
ethnic,"adj.人种的,种族的,异教徒的"
ghetto,n.犹太人区
slum,n.贫民窟vi.访问贫民区
tease,"n.揶揄,戏弄,逗惹vt.取笑,逗恼,奚落,欺负,嘲弄,取笑,强求,梳理"
scorn,"n.轻蔑,嘲笑,被叱责的人vt.轻蔑,不屑做"
irony,"n.反话,讽刺,讽刺之事"
humiliate,"v.羞辱,使丢脸,耻辱"
dread,"n.恐惧,恐怖,可怕的人(或物),畏惧v.惧怕,担心"
ally,"v.结盟,与...(在血统,性质等上)有关联,同盟n.同盟国,支持者"
alliance,"n.联盟,联合"
perceive,"vt.察觉v.感知,感到,认识到"
enlighten,"vt.启发,启蒙,教导,授予...知识,开导,<古>照耀"
superstition,n.迷信
gear,"n.齿轮,传动装置v.调整,(使)适合,换档"
drastic,"adj.激烈的,(药性等)猛烈的"
bubble,"n.泡沫,幻想的计划vi.起泡,潺潺的流"
agony,"n.苦恼,极大的痛苦"
plunge,"n.跳进,投入vi.投入,跳进,陷入vt.使投入,使插入,使陷入"
slight,"adj.轻微的,微小的"
donate,"v.捐赠,赠予"
correspond,"vi.符合,协调,通信,相当,相应"
calendar,"n.日历,历法"
implication,"n.牵连,含意,暗示"
insight,"n.洞察力,见识"
stereotype,"n.[印]铅版,陈腔滥调,老套vt.使用铅版,套用老套,使一成不变"
envy,"n.vt.羡慕,嫉妒"
jealous,"adj.妒忌的,猜疑的,警惕的,嫉妒的"
emerge,"vi.显现,浮现,暴露,形成,(由某种状态)脱出,(事实)显现出来"
submerge,"v.浸没,淹没,掩没vi.潜水"
gap,"n.缺口,裂口,间隙,缝隙,差距,隔阂"
slot,"n.缝,狭槽,位置,水沟,细长的孔,硬币投币口,狭通道,足迹vt.开槽于,跟踪"
dine,"vi.吃饭,进餐"
bow,"n.弓,乐弓,弓形,鞠躬,船首v.鞠躬,弯腰"
stab,"n.刺,刺伤的伤口,一阵突然而强烈的感觉,中伤,伤痛v.剌,刺伤,伤害(感情等)"
awful,"adj.可怕的,威严的,<口>极度的,糟糕的"
counterpart,"n.副本,极相似的人或物,配对物"
counterbalance,"vt.使平均,使平衡,弥补n.平衡量,平衡力,势均力敌"
easygoing,"adj.逍遥自在的,悠闲的,懒散的,(马)行动时平稳自在的,(品德)放荡的,不严肃的"
gradual,"adj.逐渐的,逐步的,渐进的"
attach,"vt.缚上,系上,贴上v.配属,隶属于"
detach,"vt.分开,分离,分遣,派遣(军队)"
vague,"adj.含糊的,不清楚的,茫然的,暧昧的"
seal,"n.封铅,封条,印,图章,密封vt.封,密封n.海豹,海豹毛皮"
familiarity,"n.熟悉,通晓,亲密,熟悉,精通"
interpersonal,"adj.人与人之间的,关于人与人之间关系的"
excursion,"n.远足,游览,短程旅行,远足队,离题,[物]偏移,漂移"
expedition,"n.远征,探险队,迅速,派遣"
sequence,"n.次序,顺序,序列"
investigate,"v.调查,研究"
scent,"n.气味,香味,香水,线索,嗅觉,臭迹vt.闻出,嗅,发觉,循着遗臭追踪,使充满气味vi.嗅猎,发出气味"
poison,"n.毒药,败坏道德之事,毒害vt.毒害,败坏,使中毒vi.放毒,下毒"
pollute,"vt.弄脏,污染"
contaminate,v.污染
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
sake,"n.为了...之好处,出于对...的兴趣,缘故,理由,日本米酒"
dimension,"n.尺寸,尺度,维(数),度(数),元"
casualty,n.伤亡
sympathy,"n.同情,同情心"
mercy,"n.仁慈,宽恕,怜悯"
cruelty,"n.残忍,残酷"
brutal,"adj.残忍的,兽性的"
yell,"vi.大叫,忍不住笑,呼喊vt.叫着说n.叫声,喊声"
harsh,"adj.粗糙的,荒芜的,苛刻的,刺耳的,刺目的"
hoarse,adj.嘶哑的
contest,"n.论争,竞赛v.,争论,争辩,竞赛,争夺"
barrier,"n.(阻碍通道的)障碍物,栅栏,屏障"
forecast,"n.先见,预见,预测,预报vt.预想,预测,预报,预兆"
hazard,"n.冒险,危险,冒险的事vt.冒...的危险,赌运气,使遭危险"
blast,"n.一阵(风),一股(气流),爆炸,冲击波vt.爆炸,,毁灭,使枯萎,损害"
trail,"n.踪迹,痕迹,形迹vt.跟踪,追踪,拉,拖,拖拉,(指植物)蔓生,蔓延,(指人)没精打采地走"
trace,"n.痕迹,踪迹,微量,迹线,缰绳vt.描绘,映描,画轮廓,追踪,回溯,探索vi.上溯,沿路走"
torture,"n.折磨,痛苦,拷问,拷打vt.拷问,曲解,折磨,使弯曲"
heal,"v.治愈,医治,结束"
profession,"n.职业,专业,表白,宣布"
professional,"n.自由职业者,专业人员,职业运动员,职业艺人adj.专业的,职业的"
amateur,"n.业余爱好者,业余艺术家"
standpoint,"n.立场,观点"
decree,"n.法令,政令,教令,天命,判决v.颁布"
statute,"n.法令,条例"
consensus,"n.一致同意,多数人的意见,舆论"
tax,"n.税,税款,税金vt.对...征税,使负重担,指控,责备"
inflation,"n.胀大,夸张,通货膨胀,(物价)暴涨"
trend,"n.倾向,趋势vi.伸向,倾向,通向"
system,"n.系统,体系,制度,体制,秩序,规律,方法"
furnish,"vt.供应,提供,装备,布置v.供给"
item,"n.(可分类或列举的)项目,条款,(消息、情报等的)一则,一条"
tube,"n.管,管子,[英] 地铁,<美> 电子管,显象管"
furthermore,"adv.此外,而且"
habitat,"n.(动植物的)生活环境,产地、栖息地,居留地,自生地,聚集处"
inhabit,"vt.居住于,存在于,占据,栖息"
prestige,"n.声望,威望,威信"
allocate,"vt.分派,分配"
allot,"vt.(按份额)分配,分派"
appoint,"vt.约定,指定(时间,地点),任命,委任"
designate,"vt.指明,指出,任命,指派v.指定,指派"
command,"n.命令,掌握,司令部v.命令,指挥,克制,支配,博得,俯临"
submit,"v.(使)服从,(使)顺从vt.提交,递交"
comply,"vi.顺从,答应,遵守"
overhear,"vt.无意中听到,偷听"
clash,"n.冲突,撞击声,抵触v.(使)发出撞击声,猛撞,冲突"
rival,"n.竞争者,对手v.竞争,对抗,相匹敌"
challenge,n.挑战vt.向...挑战
versus," prep.对(指诉讼,比赛等中),与...相对"
champion,"n.冠军,拥护者,战士vt.拥护,支持"
moan,"n.呻吟,哀悼,呼啸vi.发出呻吟声,抱怨,哀悼vt.呻吟"
groan,"n.呻吟,叹息vi.呻吟,受折磨,受压迫发出嘎吱声vt.呻吟着说"
verbal,adj.口头的
streamline,adj.流线型的
surgery,"n.外科,外科学,手术室,诊疗室"
surgeon,n.外科医生
kit,"n.成套工具,用具包,工具箱,成套用具"
innovate,
ultimate,"adj.最后的,最终的,根本的n.最终"
utmost,"n.极限,最大可能,极力adj.极度的,最远的"
genius,"n.天才,天赋,天才人物"
gene,"n.[遗传]因子,[遗传]基因 Gene 吉恩(男子名)"
genetic,"adj.遗传的,起源的"
stubborn,"adj.顽固的,固执的,坚定的,坚决的,难应付的,难处理的"
triple,"n.三倍数,三个一组adj.三倍的vt.三倍与vi.增至三倍"
triangle,"n.[数]三角形,三人一组,三角关系"
merchant,"n.商人,批发商,贸易商,店主adj.商业的,商人的"
merchandise,"n.商品,货物"
commerce,n.商业
package,"n.包裹,包"
profit,"n.利润,益处,得益vi.得益,利用vt.有益于,有利于"
patriotic,"adj.爱国的,有爱国心的"
bureau,"n.办公桌,衣柜 <美>局,办公署"
bureaucracy,"n.官僚,官僚作风,官僚机构"
affiliate,"v.(使...)加入,接受为会员"
represent,"vt.表现,描绘,声称,象征,扮演,回忆,再赠送,再上演vi.提出异议"
representative,"n.代表adj.典型的,有代表性的"
democracy,"n.民主政治,民主主义"
evoke,"vt.唤起,引起,博得"
stir,"n.轰动,搅动,监牢vt.动,移动,摇动,激起,搅和,惹起vi.走动,传播,流行"
standstill,"n.停止,停顿"
static,"adj.静态的,静力的 静电噪声"
flame,"n.火焰,光辉,光芒,热情,激情"
flare,"n.闪光,闪耀vi.闪光,突然烧起来,闪耀vt.使闪耀,使张开"
pulse,"n.脉搏,脉冲"
stroke,"n.击,敲,报时的钟声,(网球等)一击,(划船等)一划,(绘画等)一笔,一次努力,打击vt.抚摸"
series,"n.连续,系列,丛书,级数"
serial,adj.连续的
decay,"vi.腐朽,腐烂,衰减,衰退n.腐朽,腐烂,衰减,衰退v.衰落"
rot,"v.(使)腐烂,(使)腐败n.腐烂,腐败"
erode,"vt.侵蚀,腐蚀,使变化vi.受腐蚀,逐渐消蚀掉"
rust,n.铁锈vt.(使)生锈
evaluate,"vt.评价,估计,求...的值v.评价"
spice,"n.香料,调味品,趣味,意味,情趣"
jerk,"n.性情古怪的人,急推,猛拉,肌肉抽搐,(生理)反射,牛肉干vi.痉挛,急拉,颠簸地行进vt.猛拉"
reckless,adj.不计后果的
distract,v.转移
alleviate,"vt.使(痛苦等)易于忍受,减轻"
meditate,"v.想,考虑,(尤指宗教上的)沉思,冥想"
sovereign,"n.君主,统治adj.至高无上的,君主的,独立自主的,完全的"
weapon,n.武器
interfere,"vi.干涉,干预,妨碍,打扰"
racial,"adj.人种的,种族的,种族间的"
occurrence,"n.发生,出现,事件,发生的事情"
duration,"n.持续时间,为期"
manual,"n.手册,指南adj.手的,手动的,手工的,体力的,手册(性质)的,[律]实际占有的"
motivate,v.激发
motive,"n.动机,目的adj.发动的,运动的"
chaos,"n.混乱,混沌(宇宙未形成前的情形)"
mess,"n.混乱,脏乱v.弄乱"
infant,"n.婴儿,幼儿adj.婴儿的,幼稚的"
maternal,"adj.母亲的,似母亲的,母性的"
massacre,"n.残杀,大屠杀v.残杀,集体屠杀"
slaughter,"n.屠宰,残杀,屠杀v.屠宰,残杀,屠杀"
defy,"vt.不服从,公然反抗,藐视,挑衅,违抗,使...难于n.挑战"
reverse,"n.相反,背面,反面,倒退adj.相反的,倒转的,颠倒的vt.颠倒,倒转"
contemporary,"n.同时代的人adj.当代的,同时代的"
undergo,"vt.经历,遭受,忍受"
hardship,"n.困苦,艰难,辛苦"
thorough,"adj.十分的,彻底的"
whereas," conj.然而,反之,鉴于,尽管,但是"
creep,"vi.爬,蹑手蹑脚,蔓延"
stride,"v.大步走(过),跨过,大步行走n.步幅"
wander,"vi.漫步,徘徊,迷路,迷失方向,离题"
tread,"n.踏,步态,梯级,踏板,轮胎面,交尾,鞋底vi.踏,行走,踩碎,践踏,交尾vt.踩,踏,践踏,跳"
stroll,"n.漫步,闲逛,四处流浪v.闲逛,漫步,跋涉于"
trot,"v.(使)小跑,(使)快步走,骑马小跑,疾走n.小跑,骑马,疾走,忙碌"
stoop,"n.弯腰,屈背,屈服vi.弯下,弯下上身,屈服,弯腰,堕落vt.俯曲,辱没"
undo,"vt.解开,松开v.取消 撤消"
mask,"n.面具,掩饰,石膏面像vt.戴面具,掩饰,使模糊vi.化装,戴面具,掩饰,参加化装舞会"
terrify,"vt.使恐怖,恐吓"
hostage,"n.人质,抵押品"
folk,"n.人们,亲属(复数),民族adj.民间的"
compel,"vt.强迫,迫使"
conquer,"vt.征服,战胜,占领,克服(困难等),破(坏习惯等)"
overcome,"vt.战胜,克服,胜过,征服vi.得胜"
territory,"n.领土,版图,地域"
invade,"vt.侵略,侵袭,拥挤"
intrude,"vi.闯入,侵入vt.强挤入,把(自己的思想)强加于人"
funeral,"n.葬礼,出殡"
toll,"n.通行税(费),费,代价,钟声vt.征收,敲钟,鸣(钟)(特指宣布死亡),勾引,引诱vi.征税,鸣钟"
illuminate,"vt.照明,照亮,阐明,说明,使灿烂,以灯火装饰(街道等)vi.照亮"
illusion,n.幻想
authentic,adj.可信的
viewpoint,n.观点
distribute,"vt.分发,分配,散布,分布,分类,分区v.分发"
summit,"n.顶点,最高阶层adj.政府首脑的vi.参加最高级会议的"
peak,"n.山顶,顶点,帽舌,(记录的)最高峰adj.最高的vi.到达最高点,消瘦,缩小vt.使竖起,使达到最高点"
regarding, prep.关于
boast,"n.自夸,值得夸耀的事物v.自夸,以有...而自豪"
exaggerate,"v.夸大,夸张"
straightforward, dly//adv.正直地
sincere,"adj.诚挚的,真实的,真诚的"
seemingly,adv.表面上地
tempt,"vt.诱惑,引诱,吸引,使感兴趣,考验,试探"
lure,v.引诱
prosecute,"vt.实行,从事,告发,起诉vi.告发,起诉,作检察官"
innocent,"adj.(～ of) 清白的,无罪的,天真的,无知的"
hike,"v.远足,飞起,步行n.远足,增加"
remains,"n.残余,遗迹,遗体"
yearn,"vi.渴望,想念,怀念,向往"
strive,"v.努力,奋斗,力争,斗争"
bunch,"n.串,束v.捆成一束"
bundle,"n.捆,束,包v.捆扎"
band,"n.带子,镶边,波段,队,乐队v.联合,结合"
solitary,adj.孤独的
snatch,v.攫取n.攫取
grab,"v.抢夺,攫取,夺取"
grip,"vt.紧握,紧夹n.掌握,控制,把手v.抓住"
nutrition,"n.营养,营养学"
recipe,n.处方
chew,"vt.咀爵(食物等)v.咀嚼,认真考虑"
dental,adj.牙齿的
appetite,"n.食欲,胃口,欲望,爱好"
digest,"n.分类,摘要vi.消化vt.消化,融会贯通"
enormous,"adj.巨大的,庞大的,<古>极恶的,凶暴的"
giant,"n.巨人,大力士,巨大的动物或植物,伟人,天才adj.庞大的,巨大的"
gigantic,"adj.巨人般的,巨大的"
frontier,"n.国境,边疆,边境"
mirror,"n.镜子,真实反映情况的东西,典范vt.反映,映出"
mature,"adj.成熟的,到期的,充分考虑的,(票据等)到期的vt.使成熟vi.成熟,到期"
adjacent,"adj.邻近的,接近的"
discipline,"n.纪律,学科v.训练"
proposition,"n.主张,建议,陈述,命题"
demonstrate,"vt.示范,证明,论证vi.示威"
demonstrative,"adj.说明的,(语法)指示的"
unanimous,"adj.意见一致的,无异议的"
flap,"n.拍打,拍打声,副翼v.拍打,鼓翼而飞,飘动,拉下(帽)的边,扔,掷"
flutter,"n.摆动,鼓翼,烦扰vi.鼓翼,飘动,悸动,乱跳,烦扰vt.拍(翅),使焦急"
wreck,"n.失事船(或飞机),残骸,(船,飞机的)失事vt.破坏,拆毁"
anchor,"n.锚v.抛锚,锚定"
harbor,n.海港
harbour,n.(=harbor) 海港
chase,"n.追赶,追击vt.追赶,追逐,雕镂"
pirate,"n.海盗,盗印者,盗版者,侵犯专利权者vt.盗印,盗版,掠夺,翻印vi.做海盗"
fraction,"n.小部分,片断,分数"
flee,"vt.逃避,逃跑,逃走vi.消散,逃,消失"
captive,"n.俘虏,被美色或爱情迷住的人adj.被俘的,被迷住的"
ban,"n.禁令vt.禁止,取缔(书刊等)"
bribe,"n.贿赂vt.贿赂,向...行贿"
cargo,"n.船货,(车、船、飞机等运输的)货物"
aboard,"adv.在船(飞机、车)上,上船(飞机、车) prep.在(船、飞机、车)上,上(船、飞机、车)"
cabin,"n.小屋,船舱"
unload,"vi.卸货,退子弹vt.摆脱...之负担,倾销,卸"
polar,"adj.[天]两极的,极地的,南辕北辙的,南极的,(北极星似的)指引的,极性的,北极的n.极线,极面"
collapse,"n.倒塌,崩溃,失败,虚脱vi.倒塌,崩溃,瓦解,失败,病倒"
erupt,vt.喷出vi.爆发
soar,"v.高飞,高丛,滑翔,剧增,昂扬n.高飞范围,高涨程度"
hover,v.盘旋
notify,v.通报
loosen,"v.解开,放松,松开"
slack,"n.松弛,静止,淡季,闲散,家常裤adj.松弛的,不流畅的,疏忽的,软弱的,漏水的,呆滞的,懒散的adv.马虎地,缓慢地vt.使松弛,使缓慢,马虎从事vi.松懈,减弱,松驰"
annual,"n.一年生植物,年刊,年鉴adj.一年一次的,每年的,一年生的"
anniversary,n.周年纪念
await,vt.等候
commemorate,vt.纪念
glory,"n.荣誉,光荣"
scale,"n.刻度,衡量,比例,数值范围,比例尺,天平,等级vt.依比例决定,攀登,测量vi.剥落,生水垢,重,攀登,衡量"
detain,"v.拘留,留住,阻止"
trial,"n.试验,考验,审讯,审判"
gamble,"n.冒险v.赌博,投机,孤注一掷"
senate,"n.参议院,上院"
petition,"n.请愿,情愿书,诉状,陈情书v.请求,恳求,请愿"
strip,"vt.剥,剥去n.条,带"
ensue,"vi.跟着发生,继起vt.(基督教<<圣经>>用语)追求"
ballot,"n.选举票,投票,票数vi.投票"
jury,"n.[律] 陪审团,评判委员会,陪审员adj.[海]临时应急的"
constitution,"n.宪法,构造,体质,体格,国体,章程,惯例"
congress,"n.(代表)大会,[C～] (美国等国的)国会,议会"
veto,"n.否决,禁止,否决权vt.否决,禁止"
debt,"n.债务,罪过"
administer,"v.管理,给予,执行"
administration," /[)n/n.管理,经营,衅]网络管理"
ministry,n.(政府的)部门
govern,"v.统治,支配,管理"
forum,"n.古罗马城镇的广场(或市场),论坛,法庭,讨论会"
theme,"n.(谈话,写作等的)题目,主题,学生的作文,作文题,[音乐] 主题,主题曲,主旋律"
refuge,"n.庇护,避难,避难所"
ferry,"n.摆渡,渡船,渡口vt.渡运,(乘渡船)渡过,运送vi.摆渡,(船)来往行驶"
chart,"n.海图,图表vt.制图"
personnel,"n.人员,职员"
adolescent,"adj.青春期的,青春的;n.青少年"
poll,"n.选举之投票,民意测验v.投票,获得选票,选举中获得"
policy,"n.政策,方针"
cheat,"n.欺骗,骗子v.欺骗,骗取"
betray,"vt.出卖,背叛,泄露(秘密),露出...迹象"
enable,"vt.使能够,授予权利或方法"
divert,"v.转移,转向,使高兴"
diversion,"n.转移,转换,牵制,解闷,娱乐"
essence,"n.基本,[哲]本质,香精"
fragrant,"adj.芬芳的,香的"
perfume,"n.香味,芳香,香水vt.使发香,洒香水于,发香味"
flourish,"vi.繁荣,茂盛,活跃,手舞足蹈,兴旺,处于旺盛时期vt.挥动,夸耀n.茂盛,兴旺,华饰,繁荣"
bloom,"n.花,旺盛,青春v.(使)开花,(使)繁盛"
blossom,"n.花(尤指结果实者),花开的状态,兴旺期vi.开花,兴旺,发展"
cereal,"n.谷类食品,谷类"
surplus,"n.剩余,过剩,[会计]盈余adj.过剩的,剩余的vt.转让,卖掉"
dump,"vt.倾倒(垃圾),倾卸n.堆存处"
sociology,n.社会学
futile,"adj.琐细的,无用的,无效果的,(人)没有出息的"
discard,"vt.丢弃,抛弃v.放弃"
rigid,"adj.刚硬的,刚性的,严格的"
stiff,"adj.硬的,僵直的,拘谨的,呆板的,艰难的,费劲的,僵硬的"
function,"n.官能,功能,作用,职责,典礼,仪式,[数]函数vi.(器官等)活动,运行,行使职责"
layout,"n.规划,设计,(书刊等)编排,版面,配线,企划,设计图案,(工厂等的)布局图 版面设计"
