progress,"n.前进,进步,发展vi.前进,进步,进行"
magnificent,"adj.华丽的,高尚的,宏伟的"
magnet,"n.磁体,磁铁"
magistrate,"n.文职官员,地方官员"
temple,"n.庙,寺,神殿,教堂,礼拜堂,太阳穴,鬓角"
tempo,"n.(音乐)速度、拍子,发展速度"
temporary,"adj.暂时的,临时的,临时性"
contemporary,"n.同时代的人adj.当代的,同时代的"
tempt,"vt.诱惑,引诱,吸引,使感兴趣,考验,试探"
bait,"n.饵,诱惑物vt.以饵引诱(动物),把饵装上,欺负,折磨vi.中途休息"
temper,"n.(钢等)韧度,回火,性情,脾气,情绪,心情,调剂,趋向v.(冶金)回火、锻炼,调和,调节"
centigrade,"adj.分为百度的,百分度的,摄氏温度的"
Fahrenheit,
convict,"vt.证明...有罪,宣告...有罪n.罪犯"
convince,"vt.使确信,使信服"
conviction,"n.深信,确信,定罪,宣告有罪"
invincible,"adj.不能征服的,无敌的"
province,n.省(一个国家的大行政区)
triumph,"n.胜利,成功v.获得胜利"
trumpet,n.喇叭
sting,"n.刺,刺痛,针刺v.刺,刺痛,刺激"
extinguish,"vt.熄灭,消灭,压制,使黯然失色,偿清"
distinguish,"v.区别,辨别"
instinct,n.本能
fashion,"n.样子,方式,流行,风尚,时样vt.形成,造,作,把...塑造成,使适应,使适合,改革,改变"
trend,"n.倾向,趋势vi.伸向,倾向,通向"
lash,"n.鞭子,鞭打,睫毛,责骂,讽刺vt.鞭打,摆动,扎捆,冲击,煽动,讽刺vi.猛击,急速甩动"
whip,"n.鞭子,车夫v.鞭打,抽打,突然移动"
clash,"n.冲突,撞击声,抵触v.(使)发出撞击声,猛撞,冲突"
rash,"adj.轻率的,匆忙的,卤莽的n.[医]皮疹"
crash,"n.碰撞,坠落,坠毁,撞击声,爆裂声v.碰撞,坠落,坠毁,(指商业公司,政府等)破产,垮台"
crush,"vt.压碎,碾碎,压服,压垮,粉碎,(使)变形"
dash,"n.少量(搀加物),冲撞,破折号,锐气,精力,干劲vi.猛掷,冲撞vt.泼溅,使猛撞,搀和,使破灭,使沮丧,匆忙完成"
smash,"v.打碎,粉碎n.打碎,粉碎adj.出色的"
involve,"vt.包括,笼罩,潜心于,使陷于"
evolve,"v.(使)发展,(使)进展,(使)进化"
revolve,"v.(使)旋转,考虑,循环出现"
revolution,"n.革命,旋转"
rotate,v.(使)旋转 /v.旋转/翻转
spin,"v.旋转,纺,纺纱n.旋转"
revolt,"v.反抗,起义,反叛,反感,厌恶"
volume,"n.卷,册,体积,量,大量,音量"
volunteer,"n.志愿者,志愿兵adj.志愿的,义务的,无偿的v.自愿"
retort,"v.反驳,反击,回报n.曲颈甑,曲颈瓶,蒸器"
distort,"vt.弄歪(嘴脸等),扭曲,歪曲(真理、事实等),误报"
torture,"n.折磨,痛苦,拷问,拷打vt.拷问,曲解,折磨,使弯曲"
torment,n.痛苦v.折磨
absolute,"adj.完全的,绝对的"
salute,"n.(尤指军队等之)举手礼,升降旗致敬,呜礼炮等,敬礼v.行礼致敬,敬礼"
resolute,adj.坚决的
pursue,"vt.追赶,追踪,追击,继续,从事"
chase,"n.追赶,追击vt.追赶,追逐,雕镂"
purchase,"vt.买,购买n.买,购买"
draw,"v.拉,曳,牵,画,绘制,拖曳vt.汲取,领取,提取,引起,吸引vi.向...移动,挨近n.平局,和局,拖曳"
withdraw,"vt.收回,撤消vi.缩回,退出v.撤退"
drawback,"n.缺点,障碍,退还的关税,退税(指进口货物再出口时退还其进口时的关税)"
overcome,"vt.战胜,克服,胜过,征服vi.得胜"
defeat,"n.击败,战胜,失败vt.击败,战胜,使失败,挫折v.击败"
fence,"n.栅栏,围墙,剑术vt.用篱笆围住,练习剑术,防护vi.击剑,围以栅栏,跳过栅栏,搪塞"
defence,"n.防卫,防卫设备n.[律](被告的)答辩、辩护"
offence,"n.犯罪,冒犯,违反,罪过,过错n.[军] 攻击"
offensive,"adj.讨厌的,无礼的,攻击性的n.进攻,攻势"
draft,"n.草稿,草案,草图vt.起草,为...打样,设计v.草拟"
sketch,"n.略图,草图,概略,梗概,草图,拟定vi.绘略图,素描v.勾画"
drift,"n.冲洗,漂流物,观望,漂流v.(使)漂流"
tow,"n.拖,拖曳所用之绳,麻的粗纤维vt.拖,曳,牵引vi.拖行,被拖带"
haul,"n.用力拖拉,拖,拉,捕获物,努力得到的结果,(尤指)一网捕获的鱼量,拖运距离vi.拖,拉,改变方向,改变主意vt.拖拉,拖运"
toss,"v.投,掷"
pitch,"n.程度,斜度,树脂,投掷,定调,(船只)前后颠簸,倾斜,沥青vt.投,掷,向前倾跌,定位于,用沥青涂,扎营vi.搭帐篷,投掷,坠落,倾斜"
ditch,"n.沟,沟渠,壕沟"
explode,"vt.使爆炸vi.爆炸,爆发,破除,推翻,激发"
explore,"v.探险,探测,探究"
exploit,"vt.开拓,开发,开采,剥削,用以自肥v.使用"
inspire,"vt.吸(气),鼓舞,感动,激发,启示,使生灵感,产生vi.吸入,赋予灵感"
expire,"v.期满,终止,呼气,断气,届满"
conspire,"v.共谋,阴谋,(指事件)凑合起来"
spirit,"n.精神,灵魂,幽灵,妖精,勇气,火力,热情,情绪vt.诱拐,鼓励,鼓舞"
spiral,adj.螺旋形的n.螺旋v.盘旋
pirate,"n.海盗,盗印者,盗版者,侵犯专利权者vt.盗印,盗版,掠夺,翻印vi.做海盗"
theater,"n.剧场,戏院,电影院,阶梯教室,手术教室,手术室,全体观众,戏剧"
protest,"n.主张,断言,抗议v.主张,断言抗议,拒付"
demonstrate,"vt.示范,证明,论证vi.示威"
centimeter,n.厘米
century,"n.世纪,百年,百个,板球中的一百分,百元(钞票)"
decent,"adj.正派的,端庄的,有分寸的,(服装)得体的,大方的adj.<口>相当好的、象样的"
innocent,"adj.(～ of) 清白的,无罪的,天真的,无知的"
secondary,"adj.次要的,二级的,中级的,第二的"
ultimate,"adj.最后的,最终的,根本的n.最终"
section,"n.部分,断片,部件,节,项,区,地域,截面"
segment,"n.段,节,片断v.分割"
consecutive,"adj.连续的,联贯的"
sequence,"n.次序,顺序,序列"
subsequent,"adj.后来的,并发的"
consequence,"n.结果,[逻]推理,推论,因果关系,重要的地位"
outcome,"n.结果,成果"
offset,"n.偏移量,抵销,弥补,分支,平版印刷,胶印vt.弥补,抵销,用平版印刷vi.偏移,形成分支"
offspring,"n.(单复数同形)儿女,子孙,后代,产物"
rise,"n.上升,增加,上涨,高地,小山,发生,出现vi.升起,起身,发源,起义,高耸,增长,上升,复活vt.使飞起"
raise,"n.上升,高地,提出vt.升起,唤起,提高,使出现,解除,饲养,筹集,使复活"
arise,"vi.出现,发生,起因于"
rouse,"v.唤醒,激起,使振奋,惊起n.觉醒,奋起"
arouse,"vt.唤醒,唤起,鼓励,引起vi.睡醒"
elevate,"vt.举起,提拔,振奋,提升...的职位"
hoist,"n.提升间,升起"
assault,"n.攻击,袭击v.袭击"
consult,"v.商量,商议,请教,参考,考虑"
consul,"n.领事,(古罗马的)两执政官之一,[史](1799年至1804年间,法兰西共和国的)三执政官之一"
insult,"n.侮辱,凌辱vt.侮辱,凌辱"
humid,"adj.充满潮湿的,湿润的,多湿气的"
humble,"adj.卑下的,微贱的,谦逊的,粗陋的vt.使...卑下,挫,贬抑"
modest,"adj.谦虚的,谦让的,适度的"
moderate,"adj.中等的,适度的,适中的v.缓和"
motion,"n.运动,动作v.运动"
emotion,"n.情绪,情感,感情"
mob,"n.(集合词)暴徒,乌合之众,(盗贼等的)一群v.成群暴动,聚众滋扰"
mobile,"adj.可移动的,易变的,机动的n.运动物体"
monitor,"n.班长,监听器,监视器,监控器vt.监控v.监控"
promote,"vt.促进,发扬,提升,提拔,晋升为 /n.升级/降级"
remote,"adj.遥远的,偏僻的,细微的"
motive,"n.动机,目的adj.发动的,运动的"
locomotive,"n.机车,火车头adj.运动的"
stimulate,"vt.刺激,激励v.刺激,激励"
stiff,"adj.硬的,僵直的,拘谨的,呆板的,艰难的,费劲的,僵硬的"
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
illuminate,"vt.照明,照亮,阐明,说明,使灿烂,以灯火装饰(街道等)vi.照亮"
luminous,"adj.发光的,明亮的"
illusion,n.幻想
illustrate,"vt.举例说明,图解,加插图于,阐明vi.举例"
illustration,"n.说明,例证,例子,图表,插图 插图,图解"
lump,"n.块(尤指小块),肿块,笨人vt.使成块状,混在一起,忍耐,笨重地移动vi.结块"
plump,"adj.圆胖的,丰满的,鼓起的vt.突然放下,使丰满,使鼓起vi.变丰满,鼓起adv.使发胖(或鼓起)的东西,鼓鳃物,沉重(或突然)坠落,沉重地,突然地,坦白地n.扑通声"
bump,"n.撞击,肿块v.碰(伤),撞(破),颠簸"
pump,"n.泵,抽水机vt.(用泵)抽(水),抽吸"
dump,"vt.倾倒(垃圾),倾卸n.堆存处"
host,"n.主机,主人,旅馆招待vt.当主人招待"
hostess,"n.女主人,女房东,女老板,女服务员,舞女"
hostile,"adj.敌对的,敌方的n.敌对"
hostage,"n.人质,抵押品"
hospitable,"adj.好客的,招待周到的"
evident,"adj.明显的,显然的"
prudent,adj.谨慎的
identify,"vt.识别,鉴别,把...和...看成一样v.确定"
classic,"n.[pl.] 杰作,名著adj.第一流的"
classical,"adj.古典的,正统派的,古典文学的"
historic,"adj.历史上著名的,有历史性的"
historical,"adj.历史(上)的,有关历史的"
verify,"vt.检验,校验,查证,核实 [计] 打开或关闭文件的读写校验"
amplify,"vt.放大,增强v.扩大"
magnify,"vt.放大,扩大,赞美,夸大,夸张vi.有放大能力"
notify,v.通报
denote,"vt.指示,表示"
modify,"vt.更改,修改v.修改"
solidify,"v.(使)凝固,(使)团结,巩固"
rectify,"vt.矫正,调整,[化]精馏"
erect,"adj.直立的,竖立的,笔直的vt.盖,使竖立,使直立,树立,建立vi.[生理]勃起"
testify,"v.证明,证实,作证"
certify,"v.证明,保证"
justify,v.证明...是正当的
prejudice,"n.偏见,成见,损害,侵害v.损害"
cottage,"n.村舍,小别墅"
hut,"n.小屋,棚屋"
cushion,"n.垫子,软垫,衬垫v.加衬垫"
spare,"adj.多余的,剩下的,高而瘦的人的,少量的,贫乏的,备用的v.节约,节省,不伤害,宽恕,分让,提供给某人"
cough,n.咳嗽v.咳嗽
fuss,"n.忙乱,大惊小怪,大惊小怪的人v.忙乱,大惊小怪"
choke,"v.窒息,哽住,使呼吸困难,阻塞n.窒息,阻气门"
strike,"n.罢工,打击,殴打vt.打,撞击,冲击,罢工,打动,划燃,到达,侵袭vi.打,打击,罢工,抓,敲,搏动,打动,穿透"
stroke,"n.击,敲,报时的钟声,(网球等)一击,(划船等)一划,(绘画等)一笔,一次努力,打击vt.抚摸"
bunch,"n.串,束v.捆成一束"
dose,"n.剂量,(一)剂,(一)服v.(给...)服药"
mill,"n.压榨机,磨坊,磨粉机,工厂,制造厂vt.碾磨,磨细,搅拌,使乱转,打vi.乱转,被碾磨"
mist,n.薄雾
mention,"vt.提及,说起n.提及,说起v.论及,提及"
murmur,"n.低沉连续的声音,咕哝,怨言,低语v.发低沉连续的声音,发怨言,低声说,低语"
mutter,"n.咕哝,嘀咕v.咕哝,嘀咕"
neat,"adj.整洁的,灵巧的,优雅的,(酒)纯的,未搀水的"
mourn,"v.哀悼,忧伤,服丧"
moan,"n.呻吟,哀悼,呼啸vi.发出呻吟声,抱怨,哀悼vt.呻吟"
fade,"vi.(声音等)减弱下去,褪色,消失,枯萎,凋谢vt.使褪色n.淡入,淡出adj.乏味的,平淡的"
pillow,"n.枕头,枕垫"
maid,"n.少女,女仆"
bride,n.新娘
groom,"n.马夫,新郎,男仆vt.喂马,推荐,整饰vi.修饰"
marry,"vt.娶,嫁,和...结婚"
merry,"adj.欢乐的,愉快的"
hurry,"v.(使)赶紧,(使)匆忙,加速n.匆忙,仓促"
hurricane,"n.飓风,狂风"
carry,"n.进位,射程,运载vt.携带,运送,支持,支撑,传送,意味vi.被携带,能达到"
lorry,"n.<古>卡车,铁路货车"
worry,"n.烦恼,忧虑,苦恼,撕咬vt.使烦恼,使焦虑,使苦恼,撕咬,困扰,折磨vi.烦恼,担心,撕咬,挣扎着前进"
porch,"n.门廊,走廊"
raid,"n.袭击,搜捕;v.奇袭,搜捕;Redundant Array of Indepnedent Disks,独立磁盘阵列"
leap,"v.跳,跳越,跳跃n.跳跃,飞跃"
clutch,"v.抓住,攫住n.离合器"
colony,"n.殖民地,侨民,(聚居的)一群同业,一批同行,(生物)群体"
eve,"n.[诗]黄昏,前夕,前日 Eve 伊夫(女子名)"
whistle,"n.口哨,汽笛,口哨声,汽笛声v.吹口哨,鸣汽笛"
yawn,"v.打呵欠,张开,裂开n.呵欠"
slice,"n.薄片,切片,一份,部分,片段v.切(片)"
malice,"n.恶意,怨恨,预谋,蓄意犯罪"
zeal,"n.热心,热情,热诚"
poke,"n.刺,戳,懒汉,袋子vt.戳,捅,拨开,刺vi.戳,刺,捅,伸出,刺探,闲荡"
pierce,"vt.刺穿,刺破,穿透,突破,深深感动"
fierce,"adj.凶猛的,猛烈的,热烈的,暴躁的<美>极讨厌的,难受的,<英方>精力旺盛的"
stab,"n.刺,刺伤的伤口,一阵突然而强烈的感觉,中伤,伤痛v.剌,刺伤,伤害(感情等)"
wonder,"n.奇迹,惊奇,惊愕vt.对...感到惊讶,惊奇,想知道vi.惊讶,怀疑adj.非凡的,奇妙的"
rumor,"n.流言,谣言,传闻vt.谣传,传闻"
widow,n.寡妇v.使成寡妇(或鳏夫)
wild,"adj.野性的,野生的,野蛮的,狂热的,疯狂的"
mild,"adj.温和的,温柔的,淡味的,轻微的,适度的,不含有害物质的的"
yard,"n.院子,码"
court,"n.法院,庭院,朝廷,宫庭,球场,奉承,求爱,殷勤vt.向...献殷勤,追求,设法获得(他人的支持等),博得(喝彩),招致(失败、危险等)vi.求爱"
courtesy,"n.谦恭,允许,礼貌"
port,"n.港口,舱门,左舷,避风港,枪眼vt.左转舵,持(枪)vi.转舵左n.端口"
porter,"n.守门人,门房,行李搬运工"
portable,"adj.轻便的,手提(式)的,便携式的"
portion,"n.一部分,一分"
proportion,"n.比例,均衡,面积,部分vt.使成比例,使均衡,分摊"
entitle,"vt.给...权利(或资格),给...题名,给...称号v.授权,授权"
purple,adj.紫色的n.紫色
violet,n.紫罗兰adj.紫罗兰色的 Violet 维奥莱特(女子名)
ultrasonic,"adj.超音速的,超声的n.超声波"
violent,"adj.猛烈的,激烈的,暴力引起的,强暴的"
violate,"vt.违犯,亵渎(圣物),冒犯,干扰,违反,妨碍,侵犯,强暴"
violin,"n.小提琴,小提琴手"
print,"n.版,印刷物,印迹,印章,印刷业,照片v.印刷,出版,印于,用印刷体写 [计]打印"
anchor,"n.锚v.抛锚,锚定"
ancient,"adj.远古的,旧的"
badge,"n.徽章,证章"
drive,"n.驾车,驱动器,快车道,推进力,驱使,动力,干劲,击球vt.开车,驱赶,推动、发动(机器等),驾驶(马车,汽车等)vi.开车,猛击,飞跑n.[计]驱动器"
carpenter,n.木匠
clerk,"n.职员,办事员,<美> 店员"
cassette,"n.盒子,盒式磁带"
tape,"n.带子,带,录音带,磁带vt.录音"
cage,"n.笼,槛,(矿井)贯笼"
canal,"n.运河,小道,导管,槽,沟渠vt.开运河"
coast,"n.海岸,滑坡v.沿海岸而行"
gulf,"n.海湾,深渊,漩涡,隔阂vt.吞没,使深深卷入"
ridge,"n.背脊,山脊,屋脊,山脉,犁垄v.起皱,成脊状延伸,翻土作垄"
horizon,"n.地平线n.地平(线),(知识,思想等的)范围,视野"
inlet,"n.进口,入口,水湾,小港,插入物"
outlet,"n.出口,出路"
ore,"n.矿石,含有金属的岩石"
ornament,"n.装饰物,教堂用品vt.装饰,修饰"
mine,"n.矿,矿山,矿井,源泉,宝库,地雷,水雷vt.挖掘,开采,在...布雷,破坏vi.开矿,埋设地雷 pron.我的"
pit,"n.深坑,深渊,陷阱,(物体或人体表面上的)凹陷,(英国剧场的)正厅后排、正厅后排的观众vt.窖藏,使凹下,去...之核,使留疤痕,使竞争vi.起凹点,凹陷"
marble,"n.大理石,(玩具)弹球.石弹子,雕刻品;adj.大理石的,冷酷无情的,坚硬的"
limestone,n.石灰石
quartz,n.石英
pond,n.池塘v.筑成池塘
shore,"n.岸,海滨,支撑柱vt.支撑,支持"
ship,"n.船,海船,舰v.装上船,航运,载运,在船上工作"
tanker,n.油轮
membership,"n.成员资格,成员人数"
fellowship,"n.伙伴关系,交情,团体,奖学金,友谊"
cargo,"n.船货,(车、船、飞机等运输的)货物"
boat,"n.小船,艇v.划船"
cart,"n.大车,手推车vt.用车装载"
oar,"n.桨,橹"
canoe,"n.独木舟,轻舟"
ambulance,"n.战时流动医院,救护车"
oil,"n.油,石油,油类vt.给(机器等)加油,上油,涂油"
boil,"n.沸点,沸腾,疖子v.煮沸,激动"
soil,"n.土壤,土地,国土,国家,温床,粪便,务农vt.弄脏,污辱vi.变脏"
spoil,"vt.损坏,搞糟,宠坏,溺爱v.扰乱"
coil,"v.盘绕,卷"
adjoin,"v.邻接,毗连"
alert,"adj.提防的,警惕的n.警惕,警报"
appreciate,"vt.赏识,鉴赏,感激vi.增值,涨价"
thanksgiving,"n.感谢,[宗]感恩祈祷"
appreciable,"adj.可感知的,可评估的"
apt,"adj.易于...的,有...倾向的,灵敏的,灵巧的,适当的,切题的,敏捷,倾向是"
apparatus,"n.器械,设备,仪器"
utensil,n.器具
arrow,"n.箭,箭头记号"
art,"n.艺术,艺术品,技术,巧妙,美术"
article,"n.文章,论文,物品,商品,项目,条款v.清楚说出adj.表达清晰的"
aviation,"n.飞行,航空,航空学,航空术"
aware,"adj.知道的,明白的,意识到的"
beware,"v.小心,谨防"
warehouse,"n.仓库,货栈,大商店vt.贮入仓库,<俚>[经]以他人名义购进(股票)"
troublesome,"adj.麻烦的,讨厌的,棘手的"
wholesome,"adj.卫生的,有益的,健康的,有益健康的"
awful,"adj.可怕的,威严的,<口>极度的,糟糕的"
awkward,"adj.难使用的,笨拙的"
clumsy,adj.笨拙的
axis,
alarm,"n.警报,惊慌,警告器vt.恐吓,警告"
lodge,"n.门房,(猎人住的)山林小屋,(游览区的)旅馆,(地方社团的)集会处vi.临时住宿,寄宿(某人家)vt.容纳,寄存,把...射入,存放,(向有关当局)提出(声明)"
lodging,"n.寄宿处,寄宿,(通常用复数)出租的房间、住房"
blast,"n.一阵(风),一股(气流),爆炸,冲击波vt.爆炸,,毁灭,使枯萎,损害"
bless,"vt.祝福,保佑,<口>哎呀!我的天哪!"
blank,"adj.空白的,空着的,失色的,没有表情的n.空白,<美> 表格"
bold,adj.大胆的n.粗体
brisk,"adj.敏锐的,凛冽的,轻快的,活泼的vt.使活泼vi.活跃起来"
leak,"n.漏洞,漏出,漏出物,泄漏,<俚>撒尿vi.漏,泄漏vt.使渗漏"
baggage,"n.行李,[军] 辎重"
luggage,"n.行李,皮箱"
bake,"v.烘焙,烤,烧硬"
balance,"n.秤,天平,平衡,[商] 收支差额,结余,余额v.平衡,称,权衡,对比,结算n.资产平稳表"
bald,"adj.光秃的,单调的,枯燥的"
barn,"n.[农]谷仓,畜棚,畜舍,机器房"
barren,"adj.不生育的,不孕的,贫瘠的,没有结果的,无益的,单调的,无聊的,空洞的n.荒地"
barrel,n.桶vt.装入桶内
barrier,"n.(阻碍通道的)障碍物,栅栏,屏障"
beam,"n.梁,桁条,(光线的)束,柱,电波,横梁v.播送"
behalf,"n.为,利益"
behave,"vi.举动,举止,运转v.行为表现"
bulk,"n.大小,体积,大批,大多数,散装vt.显得大,显得重要,"
burglar,n.夜贼
bulb,"n.鳞茎,球形物"
ceiling,"n.天花板,最高限度"
blade,"n.刀刃,刀片"
blaze,"n.火焰,光辉,情感爆发vi.燃烧,照耀,激发vt.在树皮上刻路标,公开宣布"
blossom,"n.花(尤指结果实者),花开的状态,兴旺期vi.开花,兴旺,发展"
bolt,"n.门闩,螺钉,闪电,跑掉v.上门闩,囫囵吞下,逃跑"
booth,"n.货摊,售货亭,棚"
bother,"vt.烦扰,打扰vi.烦恼,操心n.麻烦,烦扰v.打扰"
bubble,"n.泡沫,幻想的计划vi.起泡,潺潺的流"
brief,"n.摘要,大纲adj.简短的,短暂的vt.摘要,(军事)下达简令"
brittle,"adj.易碎的,脆弱的"
burden,"n.担子,负担v.负担"
bureau,"n.办公桌,衣柜 <美>局,办公署"
burst,"v.爆裂,炸破,急于,爆发n.突然破裂,爆发,脉冲"
bury,"vt.埋葬,掩埋,隐藏"
burn,"v.烧,烧焦,点(灯),使感觉烧热n.烧伤,灼伤"
breadth,"n.宽度,(布的)幅宽,(船)幅"
chill,"n.寒意,寒战,寒心adj.寒冷的,扫兴的v.使冷,变冷,冷藏"
cater,"vi.备办食物,满足(需要),投合"
cement,"n.水泥,接合剂vt.接合,用水泥涂,巩固vi.粘牢"
chain,"n.链(条),[常 pl.] 镣铐,一连串,一系列vt.用链条拴住"
character,"n.(事物的)特性,性质,特征(的总和),(人的)品质,字符,性格,特征,人物vt.写,刻,印,使具有特征"
charity,"n.慈善,施舍,慈善团体,"
charm,"n.吸引力,(女人的)魔力,魅力,符咒vt.迷人,使陶醉,行魔法vi.用符咒,有魔力"
chart,"n.海图,图表vt.制图"
cheat,"n.欺骗,骗子v.欺骗,骗取"
heater,"n.加热器,发热器"
chew,"vt.咀爵(食物等)v.咀嚼,认真考虑"
chimney,"n.烟囱,灯罩"
china,"n.中国,瓷器"
porcelain,"n.瓷器,瓷adj.瓷制的,精美的,脆的"
choose,"v.选择,选定"
chorus,"n.合唱,合唱队,齐声"
Christ,
alphabet,n.字母表
civil,"adj.全民的,市民的,公民的,国民的,民间的.民事的,根据民法的,文职的,有礼貌的"
villa,"n.别墅,<英>城郊小屋"
conscious,
crawl,"vi.爬行,蠕动,徐徐行进n.爬行,蠕动,缓慢的行进"
comprehend,"vt.领会,理解,包括(包含),由...组成"
cultivate,"vt.培养,耕作"
suburb,"n.市郊,郊区"
clay,"n.粘土,泥土,肉体,人体,似黏土的东西,陶土制的烟斗"
cliff,"n.悬崖,绝壁"
climax,"n.高潮,顶点"
cling,"vi.粘紧,附着,紧贴,坚持(意见),墨守(习惯)"
clue,n.线索
column,"n.圆柱,柱壮物,专栏,纵队"
cylinder,"n.圆筒,圆柱体,汽缸,柱面"
comedy,"n.喜剧,喜剧性的事情"
tragedy,"n.悲剧,惨案,悲惨,灾难"
conquer,"vt.征服,战胜,占领,克服(困难等),破(坏习惯等)"
cosmic,adj.宇宙的
cotton,"n.棉花,棉线"
crew,"n.全体人员,(工作)队 vbl.crow的过去式"
cube,"n.立方体,立方"
crisp,"adj.脆的,易碎的"
criterion,"n.(批评判断的)标准,准据,规范"
crisis,"n.疾病的转折点(或转好或恶化),决定性时刻,危机,危险期,历史上的紧要关头,[医]危象,转换期"
cradle,"n.摇篮,发源地,支船架vt.将...放在摇篮内"
cruise,"vi.巡游,巡航n.巡游,巡航"
category,"n.种类,别,[逻]范畴"
crystal,"adj.结晶状的n.水晶,水晶饰品,结晶,晶体"
cruel,"adj.残酷的,悲惨的,使痛苦的"
ruthless,"adj.无情的,残忍的"
cripple,n.跛子v.削弱
cousin,"n.堂兄弟姊妹,表兄弟姊妹"
comrade,"n.朋友,同志,伙伴"
convenient,"adj.便利的,方便的"
dawn,"n.黎明,拂晓,破晓vi.破晓,开始现生,变得(为人所)明白v.破晓 Dawn 道恩(女子名)"
dusk,"n.薄暮,黄昏"
dye,"n.染料,染色vt.染v.染"
deadly,"adj.致命的,势不两立的,死一般的,极度的,必定的"
deed,"n.行为,事实,功绩,实行,契约vt.立契转让(旧产等)"
defy,"vt.不服从,公然反抗,藐视,挑衅,违抗,使...难于n.挑战"
deny,"v.否认,拒绝"
delicious,adj.美味的
democracy,"n.民主政治,民主主义"
dim,"adj.暗淡的,模糊的,无光泽的,悲观的,怀疑的vt.使暗淡,使失去光泽n.<美俚>笨蛋、傻子"
dine,"vi.吃饭,进餐"
drain,"n.排水沟,消耗,排水vt.排出沟外,喝干,耗尽vi.排水,流干"
dry,"adj.干的,干燥的,口渴的vt.(使)干燥,(使)变干v.干燥"
duke,"n.公爵(pl.)<俚> 手,拳头"
duplicate,"adj.复制的,副的,两重的,两倍的,完全相同n.复制品,副本vt.复写,复制,使加倍,使成双"
economy,"n.经济,节约,节约措施,经济实惠,系统,机体,经济制度的状况"
earthenware,"n.土器,陶器"
ware,"n.陶器,器皿"
eastward,"adv.向东adj.向东的,朝东的"
edit,"vt.编辑,校订,剪辑n.编辑工作"
Egyptian,
electrode,n.电极
doom,"n.厄运,毁灭,死亡,世末日v.注定,判决 著名的3D动作游戏"
destiny,"n.命运,定数"
fate,"n.天数,命运,运气vt.注定,送命"
destination,"n.目的地,[计] 目的文件,目的单元格"
delicate,"adj.精巧的,精致的,病弱的,脆弱的,微妙的,棘手的,灵敏的,精密的"
drama,"n.(在舞台上演的)戏剧,戏剧艺术"
drastic,"adj.激烈的,(药性等)猛烈的"
decimal,"adj.十进的,小数的,以十为基础的,十进制n.小数"
digest,"n.分类,摘要vi.消化vt.消化,融会贯通"
dignity,"n.尊严,高贵"
dig,"v.掘,挖,钻研,搜集"
plough,"n.犁v.耕,犁,犁耕,费力穿过,艰苦前进,在考试中淘汰"
dizzy,"adj.(指人)晕眩的,昏乱的,(指地点,情况)使人晕眩的"
faint,"n.昏晕,昏倒adj.虚落地,衰弱的,软弱的,无力的,微弱的,暗淡的,模糊的vi.昏晕,昏倒,变得微弱,变得没气力"
drag,"v.拖,拖曳,缓慢而费力地行动n.拖拉"
dread,"n.恐惧,恐怖,可怕的人(或物),畏惧v.惧怕,担心"
drill,"n.钻孔机,钻子,播种机,军事训练,操练,(反复)练习,条播机v.训练,钻孔,条播"
drought,"n.干旱,缺乏"
dazzle,"v.(使)眼花,眩耀n.耀眼"
dwarf,"n.矮子,侏儒v.(使)变矮小"
dynamic,"adj.动力的,动力学的,动态的"
nasty,"adj.污秽的,肮脏的,令人厌恶的,淫秽的,下流的,凶相的,威胁的"
echo,"n.回声,回音,回波vi.发回声,随声附和vt.摹仿,重复,反射 [计] 禁止(或允许)在屏幕上显示批处理命令行"
ego,"n.自我,利已主义,自负"
embed,"vt.使插入,使嵌入,深留,嵌入,[医]包埋"
enclosure,"n.围住,围栏,四周有篱笆或围墙的场地"
durable,"adj.持久的,耐用的"
endure,"v.耐久,忍耐"
engine,"n.发动机,机车,火车头"
engineer,"n.工程师,技师,火车司机,轮机员,工兵"
enrich,"vt.使富足,使肥沃,装饰,加料于,浓缩"
establish,"vt.建立,设立,安置,使定居,使人民接受,确定v.建立"
envy,"n.vt.羡慕,嫉妒"
errand,"n.差事,差使,使命"
essay,"vt.企图,尝试n.企图,散文,小品文,随笔,短文,评论"
paper,"n.纸,报纸,文件,证件,论文,考卷vt.用纸糊(墙壁等),用纸包装adj.纸的,象纸的,纸上的"
exile,"n.放逐,充军,流放,流犯,被放逐者vt.放逐,流放,使背井离乡"
fake,"n.假货,欺骗adj.假的vt.伪造,赝造,捏造,假造,仿造vi.伪装"
false,"adj.错误的,虚伪的,假的,无信义的,伪造的,人工的,不老实的adv.欺诈地"
fancy,"adj.奇特的,异样的vt.想象,设想,认为,爱好,自负n.爱好,迷恋,想象力"
fare,"n.费用,旅客,食物vi.遭遇,进展,进步,经营,过活"
welfare,"n.福利,安宁,幸福,福利事业,社会安全adj.福利的"
favor,"n.好感,宠爱,关切,欢心,好意,喜爱vt.支持,赞成,照顾,促成,象,喜欢,证实,赐予"
federal,"adj.联邦的,联合的,联邦制的,同盟的n.(南北战争时期)北部联邦同盟盟员 北京连邦软件产业发展公司,国内主要的正版软件经销商"
