cent,"n.(货币单位)分,分币"
vanish,"vi.消失,突然不见,[数]成为零n.[语]弱化音"
void,"n.空间,空旷,空虚,怅惘adj.空的,无人的,空闲的,无效的,无用的,没有的"
evacuate,"v.疏散,撤出,排泄"
vanity,n.空虚
devoid,"adj.全无的,缺乏的"
vacuous,"adj.空虚的,茫然若失的,无所事事的,空洞的"
evanescent,"adj.渐消失的,易消散的,会凋零的"
chronic,"adj.慢性的,延续很长的"
chronology,"n.年代学,年表"
chronological,adj.按年代顺序排列的
synchronize,v.同步
chronicle,n.编年史v.编入编年史
synchronous,"adj.同时的,[物]同步的"
dignity,"n.尊严,高贵"
dignify,"vt.使尊荣,增威严,使高贵,故做显贵"
indignity,"n.轻蔑,侮辱,侮辱的行为"
indignation,"n.愤慨,义愤"
indignant,"adj.愤怒的,愤慨的"
condign,"adj.相当的,适宜的"
aggregate,"n.合计,总计,集合体adj.合计的,集合的,聚合的v.聚集,集合,合计"
egregious,"adj.异乎寻常的,过分的,惊人的"
gregarious,"adj.社交的,群居的"
segregate,v.隔离
save,"vt.解救,保存,保全,保留,节省,储蓄vi.挽救,节省,救球 prep.除...之外n.救球 /v.[计]保存/更新"
salve,n.药膏v.涂油膏
salver,"n.浅盘,托盘"
savior,"n.救助者,救世主,救星,耶稣基督"
salvage,"n.抢救财货,获救的财货,救难的奖金,海上救助,抢救,打捞vt.海上救助,抢救,打捞,营救"
salutary,adj.有益的
salvation,"n.拯救,救助"
pacific,
pacification,"n.讲和,和解,平定"
pacificatory,adj.和解的
pacify,"vt.使平静,安慰,抚慰"
pacifist,n.和平主义者
consider,"vt.考虑,照顾,认为"
considerate,adj.考虑周到的
president,"n.总统,会长,校长,行长"
residence,"n.居住,住处"
preside,v.主持
reside,vi.居住
subsidy,"n.补助金,津贴"
subsidiary,"adj.辅助的,补充的"
subside,"v.下沉,沉淀,平息,减退,衰减"
assiduous,"adj.勤勉的,刻苦的"
dissident,n.持不同政见者
residue,"n.残余,渣滓,滤渣,残数,剩余物"
sedate,"adj.安静的,稳重的v.给...服镇静剂"
insidious,adj.阴险的
accent,"n.重音,口音,重音符"
descant,v.详论
accentuate,"v.重读,强调,着重强调"
incentive,n.动机adj.激励的
recant,v.放弃
persecute,v.迫害
consequence,"n.结果,[逻]推理,推论,因果关系,重要的地位"
sequence,"n.次序,顺序,序列"
consecutive,"adj.连续的,联贯的"
prosecute,"vt.实行,从事,告发,起诉vi.告发,起诉,作检察官"
sequential,"adj.连续的,相续的,有继的,有顺序的,结果的"
subsequence,"n.后继,随后"
sequacious,adj.盲从的
obsequious,"adj.谄媚的,奉承的,拍马屁的"
salty,"adj.有盐分的,咸味浓的"
salary,n.薪水vt.给...加薪
saline,"adj.盐的,苦涩的,由碱金属(或含镁之盐类)组成的n.盐湖,盐田,装盐所"
salinity,"n.盐分,盐度"
devour,"vt.(尤指动物)吞吃,狼吞虎咽,挥霍,(火灾等)毁灭,破坏,吞没,贪看,贪听"
voracious,"adj.狼吞虎咽的,贪婪的"
carnivorous,adj.食肉类的
herbivorous,adj.食草的
omnivorous,"adj.杂食的,什么都吃的,什么都读的,随手乱拿的"
arbitrary,"adj.任意的,武断的,独裁的,专断的"
arbitrate,v.作出公断
arbitration,"n.仲裁,公断"
arbitrator,"n.仲裁人,公断者"
arbiter,"n.仲裁者,判优器"
addict,"vt.使沉溺,使上瘾;n.入迷的人,有瘾的人"
dictator,"n.独裁者,独裁政权执政者,口授令他人笔录者"
dictionary,"n.字典,词典"
contradict,"vt.同...矛盾,同...抵触"
predict,"v.预知,预言,预报"
contradictory,"adj.反驳的,反对的,抗辩的n.矛盾因素,对立物"
indicate,"vt.指出,显示,象征,预示,需要,简要地说明"
dictate,"v.口述,口授,使听写,指令,指示,命令,规定n.指示(指理智,变心)"
verdict,"n.[律](陪审团的)裁决,判决,判断,定论,结论"
predicate,n.谓词v.断言
indict,"vt.起诉,控告,指控,告发"
diction,"n.措辞,用语,言语"
abdicate,"v.退位,放弃(职位,权力等)"
edict,"n.布告,法令"
interdict,v.阻断
document,"n.公文,文件,文档,档案,文献v.证明"
doctor,"n.医生,博士,[古]学者,<俚>修理师vt.授以博士学位,诊断,修改,<美>治疗,搀混(食物、饮料),修改vi.行医"
docile,"adj.听话的,容易教的,驯良的,温顺的"
doctrine,"n.教条,学说"
orthodox,"adj.正统的,传统的,习惯的,保守的,东正教的"
paradox,"n.似非而是的论点,自相矛盾的话"
doctrinaire,n.教条主义者
dogma,n.教条
heterodox,"adj.非正统的,异端的"
glutton,"n.暴食者,酷爱...的人"
gluttonize,v.暴食
gluttonous,"adj.暴食的,饕餮的,贪吃的"
glut,v.充斥
medley,"n.混杂的人群,杂乱的一团,混合物,杂录,[音]集成曲adj.混合的,拼凑的"
mingle,v.(使)混合
miscellaneous,"adj.各色各样混在一起,混杂的,多才多艺的"
nonmiscible,"adj.不混合的,不容易混合的"
miscellany,"n.杂物,(miscellanies)杂录,杂记"
commute,"v.交换,抵偿,减刑,<电工>整流"
mutual,"adj.相互的,共有的"
commutable,adj.可取代的
mutable,"adj.易变的,性情不定的"
mutinous,"adj.暴动的,反抗的"
rotate,v.(使)旋转 /v.旋转/翻转
rotatory,"adj.回转的,使回转的,轮流的,引起旋转的"
rotary,adj.旋转的
rotation,n.旋转
rotund,"adj.圆形的,洪亮的"
torture,"n.折磨,痛苦,拷问,拷打vt.拷问,曲解,折磨,使弯曲"
distort,"vt.弄歪(嘴脸等),扭曲,歪曲(真理、事实等),误报"
torment,n.痛苦v.折磨
retort,"v.反驳,反击,回报n.曲颈甑,曲颈瓶,蒸器"
contort,"vt.扭曲,歪曲"
extort,"v.敲诈,逼取,强取,勒索"
compel,"vt.强迫,迫使"
impulse,"n.推动,刺激,冲动,推动力vt.推动"
repel,"vt.击退,抵制,使厌恶,使不愉快"
pulse,"n.脉搏,脉冲"
impulsive,adj.冲动的
expel,"v.驱逐,开除,排出,发射"
compulsory,"adj.必需做的,必修的,被强迫的,被强制的,义务的"
propel,"vt.推进,驱使"
repulse,"v.拒绝,排斥,反驳,击退,憎恶n.拒斥,击退,严拒"
dispel,"vt.驱散,驱逐,使消散"
rapture,"n.全神贯注,兴高采烈,欢天喜地vt.使狂喜"
ravage,"n.破坏,蹂躏,劫掠后的痕迹,创伤v.毁坏,掠夺"
ravenous,"adj.贪婪的,渴望的,狼吞虎咽的"
rape,"n.掠夺,强奸,葡萄渣,油菜vt.掠夺,强奸"
rapacious,"adj.掠夺的,贪婪的"
rapt,adj.全神贯注的
enrapture,vt.使狂喜
ravish,v.强夺
intrude,"vi.闯入,侵入vt.强挤入,把(自己的思想)强加于人"
detrude,"vt.推倒,扔掉"
protrude,v.突出
abstruse,"adj.奥妙的,深奥的"
extrude,"v.挤压出,挤压成,突出,伸出,逐出"
obtrude,"vt.强迫,冲出vi.打扰"
turbine,n.涡轮
turbulence,"n.骚乱,动荡,(液体或气体的)紊乱"
turbulent,"adj.狂暴的,吵闹的"
perturb,v.感到不安
turbid,"adj.混浊的,不纯的,脏的,混乱的,雾重的"
turmoil,"n.骚动,混乱"
imperturbable,"adj.沉着的,冷静的"
abundant,"adj.丰富的,充裕的,丰富,盛产,富于"
redundant,adj.多余的
abound,"vi.多,大量存在,富于,充满"
inundate,v.淹没
redound,v.有助于
undulate,"v.波动,起伏,成波浪形adj.波浪形的,起伏的"
vibrate,"v.(使)振动,(使)摇摆"
revibrate,v.再震动
vibration,"n.振动,颤动,摇动,摆动"
vibrant,adj.振动
vibrator,"n.振动器,振荡器,(按摩)颤震器"
vibrancy,"n.振动,振动性,活跃,响亮"
eraser,"n.擦除器,尤指墨水消除剂,橡皮"
razor,n.剃刀vt.剃
erase,"vt.抹去,擦掉,消磁,<俚>杀死"
abrase,"v.(=abrade)磨损,擦去"
abrasive,n.研磨剂;adj.研磨的
abrade,"v.磨损,摩擦,折磨"
raze,v.夷为平地
acerbate,"vt.使发怒,使烦恼;adj.恼怒的"
acumen,"n.敏锐,聪明"
acme,"n.顶点,极致"
acrid,"adj.辛辣的,(言语或语调)刻薄的"
acuity,"n.尖锐,(疾病的)剧烈,(视力、才智等的)敏锐"
philosophy,"n.哲学,哲学体系,达观,冷静"
sophistic,"adj.诡辩的,强词夺理的"
pansophic,
sophomore,"n.大学二年级生,有二年经验的人"
sophisticate,"n.久经世故的人,老油条,精于...之道的人vt.篡改,曲解,使变得世故,掺合,弄复杂vi.诡辩"
psychologist,n.心理学者
psychology,"n.心理学,心理状态"
psychiatry,"n.精神病学,精神病治疗法"
psychical,"adj.灵魂的,精神的"
psychiatrist,"n.精神病医师,精神病学家"
psychic,adj.精神的
psychal,"adj.精神的,心理的"
psyche,"n. 心智,灵魂,心灵,精神"
animal,n.动物
unanimous,"adj.意见一致的,无异议的"
animate,v.鼓舞adj.生气勃勃的
longanimous,"adj.忍受的,忍耐的"
magnanimous,"adj.宽宏大量的,有雅量的"
mortality,n.死亡率
immortal,adj.不朽的
mortal,"n.凡人,人类adj.必死的,致命的,人类的,临终的adj.<口>极端的,非常大(长)的"
immortalize,"vt.使不灭,使不朽,使名垂千古"
mortify,"vt.克服,苦修,使苦恼vi.制欲,苦行,坏死"
moribund,adj.垂死的n.垂死的人
amortize,v.分期清偿
toxic,"adj.有毒的,中毒的"
toxin,n.[生化][生]毒素
detoxify,vt.使解毒
toxication,n.[医]中毒
intoxicate,"vt.使陶醉,醉人"
submerge,"v.浸没,淹没,掩没vi.潜水"
emergency,"n.紧急情况,突然事件,非常时刻,紧急事件"
emerge,"vi.显现,浮现,暴露,形成,(由某种状态)脱出,(事实)显现出来"
immerse,"vt.沉浸,使陷入"
merge,"v.合并,并入,结合,吞没,融合"
submersion,n.淹没
immerge,"vi.浸入,浸没,隐没,埋头"
refuse,"vt.拒绝,谢绝n.废物,垃圾"
confuse,"vt.搞乱,使糊涂"
effusive,"adj.感情横溢的,流出的"
refute,"vt.驳倒,反驳"
profuse,adj.极其丰富的
transfuse,"vt.注入,灌输,[医]输血"
suffuse,v.充满
solar,"adj.太阳的,日光的"
console,"vt.安慰,藉慰n.[计] 控制台"
parasol,n.(女用)阳伞
solarize,"vt.[摄]使过度曝光,晒vi.曝光"
solarium,"n.日光浴室,日晷"
solace,n.安慰v.安慰
insolate,vt.曝晒
territorial,adj.领土的
territory,"n.领土,版图,地域"
Mediterranean,
terrain,n.地形
terrace,"n.梯田的一层,梯田,房屋之平顶,露台,阳台,倾斜的平地 adj.(女服)叠层式的vt.使成梯形地,使有平台屋顶"
inter,"vt.埋葬,葬,埋"
disinter,v.掘出
nation,"n.国家,民族"
nationality,"n.国籍,国家,部落,民族,民族性"
native,"n.本地人,土产,土人adj.本国的,出生地的,本地的,与生俱来的,天赋的,土产的,土著的"
nature,"n.自然,自然界,大自然,自然状态,本性,天性,种类"
naive,adj.天真的
renaissance,"n.复兴,复活,新生,文艺复兴,文艺复兴时期"
natal,"adj.出生的,诞生的"
cognate,"adj.同词源的,同类的"
innate,"adj.先天的,天生的"
nascent,adj.初生的
renascent,"adj.新生的,复活的,复兴的"
astronaut,"n.太空人,宇航员"
astronomy,n.天文学
disaster,"n.灾难,天灾,灾祸"
astrology,"n.占星术,占星学(以观测天象来预卜人间事务的一种方术)"
astrospace,n.宇宙空间
asteroid,"n.[天文]小游星,小行星,海盘车adj.星状的"
flame,"n.火焰,光辉,光芒,热情,激情"
flammable,"adj.易燃的,可燃性的"
inflammable,"adj.易燃的,易怒的"
inflame,v.燃烧
nonflammable,adj.不燃烧的
flagrant,"adj.非常的,不能容忍的,恶名昭著的,公然的"
conflagration,"n.大火,大火灾,突发"
collapse,"n.倒塌,崩溃,失败,虚脱vi.倒塌,崩溃,瓦解,失败,病倒"
elapse,"vi.(时间)过去,消逝v.流逝"
lapse,"n.失误,下降,流逝,丧失,过失v.失检,背离,堕入,流逝,失效,下降"
illapse,
relapse,"n.复发,回复原状vi.故态复萌,旧病复发"
pure,"adj.纯的,纯粹的,纯净的,无垢的,纯洁的,完美的,抽象的"
purity,"n.纯净,纯洁,纯度"
impure,adj.不纯的
purify,vt.使纯净v.净化
impurity,"n.杂质,混杂物,不洁,不纯"
purge,"n.净化,清除,泻药v.(使)净化,清除,肃清,(使)通便"
expurgate,v.删除
purgative,"adj.净化的,清洗的,通便的n.泻剂"
cave,"n.洞穴,窑洞vi.凹陷,投降vt.挖洞,使凹陷"
cavity,"n.洞,空穴,[解剖]腔"
cavelet,
cavern,"n.巨洞,洞窟,深处vt.放于山洞中,挖空"
concave,"adj.凹的,凹入的n.凹,凹面"
excavate,"v.挖掘,开凿,挖出,挖空"
sphere,"n.球,球体,范围,领域,方面,圈子,半球"
hemisphere,n.半球
spherical,"adj.球的,球形的"
biosphere,n.生物圈
chromosphere,n.色球
vapor,"n.水汽,水蒸气,无实质之物vi.蒸发,自夸vt.使蒸发n.自夸者"
evaporate,"v.(使)蒸发,消失"
vaporization,"n.汽化器,喷雾器,蒸馏器"
vaporize,v.(使)蒸发
vaporous,"adj.蒸气多的,冒出蒸气的"
marine,"n.舰队,水兵,海运业adj.海的,海产的,航海的,船舶的,海运的"
maritime,"adj.海上的,海事的,海运的,海员的"
marinate,vt.(做色拉时将肉鱼等在调味汁中)浸泡
submarine,"n.潜水艇,潜艇adj.水下的,海底的"
mariculture,n.海洋生物养殖
thermometer,"n.温度计,体温计"
thermal,"adj.热的,热量的"
diathermal,adj.[医]透热疗法的
isotherm,n.[地球物理]等温线
crude,"adj.天然的,未加工的,粗糙的,拙劣的,粗鲁的n.天然的物质"
crudeness,"n.天然的状态,不成熟,生硬"
crudification,n.粗制滥造(的东西)
crudity,"n.生,生硬,不熟"
recrudesce,"vi.复发,再发作"
connect,"v.连接,联合,关连"
connection,"n.连接,关系,接线,线路,亲戚"
connective,"adj.连合的,连接的n.连接词"
disconnect,"v.拆开,分离,断开"
annex,"n.附件vt.并吞,附加"
interconnected,
nexus,"n.连结,关系"
annexation,n.合并
section,"n.部分,断片,部件,节,项,区,地域,截面"
sector,"n.部分,部门,[计]扇区,地区,象限,扇形v.使分成部分,把...分成扇形"
vivisect,vi.活体解剖vt.解剖
segment,"n.段,节,片断v.分割"
intersection,"n.[数]交集,十字路口,交叉点"
intersect,"vt.横断vi.(直线)相交,交叉"
dissection,"n.解剖,切开"
explode,"vt.使爆炸vi.爆炸,爆发,破除,推翻,激发"
explosion,"n.爆发,发出,爆炸,[矿]煤气爆炸"
implode,"vi.向内破裂,爆炸"
corrosive,"adj.腐蚀的,蚀坏的,腐蚀性的n.腐蚀物,腐蚀剂"
erode,"vt.侵蚀,腐蚀,使变化vi.受腐蚀,逐渐消蚀掉"
erosion,"n.腐蚀,侵蚀"
corrode,"v.使腐蚀,侵蚀"
rodenticide,n.灭鼠剂
insomnia,"n.失眠,失眠症"
insomnious,adj.失眠的 患失眠症的
somnambulate,vi.梦游
somniferous,"adj.催眠的,使爱睡的"
somnolent,"adj.想睡的,催眠的"
injury,"n.伤害,侮辱"
juror,"n.陪审员,审查委员"
jury,"n.[律] 陪审团,评判委员会,陪审员adj.[海]临时应急的"
jurisdiction,n.权限
perjury,"n.伪誓,伪证"
abjure,"vt.发誓放弃,避免,公开放弃"
conjure,"v.(以咒文)召唤,变戏法,想象vi.变戏法,施魔法vt.祈求,恳求"
monitor,"n.班长,监听器,监视器,监控器vt.监控v.监控"
monument,n.纪念碑
summons,"n.召唤,[律]传唤,召集,传票vt.传唤到法院,唤出,传到"
summon,"v.召集,召唤,号召,鼓起,振作"
admonish,"vt.劝告,训诫,警告"
admonitory,adj.劝告的
premonition,n.前兆
advocate,"n.提倡者,鼓吹者vt.提倡,鼓吹"
provoke,"vt.激怒,挑拨,煽动,惹起,驱使"
vocation,"n.召唤,号召,天命,天职,特殊的适应性,才能,行业,职业"
evoke,"vt.唤起,引起,博得"
vocal,"adj.发嗓音的,声音的,有声的,歌唱的n.元音,声乐作品"
convocation,"n.集会,召集,教士会议,(一些大学中的)毕业同学会"
invoke,v.调用
revoke,"vt.撤回,废除,宣告无效vi.n.有牌不跟"
irrevocable,adj.不能取消的
vocalist,"n.声乐家,歌手"
avocation,"n.(个人)副业,业余爱好"
equivocate,"vi.说模棱两可的话,支吾"
tutor,"n.家庭教师,(大学)指导教师,助教,监护人,辅导教师v.辅导"
tuition,n.学费
intuition,"n.直觉,直觉的知识"
tutorial,n.指南
astute,"adj.机敏的,狡猾的"
intuitive,adj.直觉的
untutored,"adj.未受教育的,粗野的,幼稚的,与教育无关的"
army,"n.陆军,军队,大群,大军"
armament,"n.军备,武器"
armor,n.装甲
disarm,"vt.解除武装,回复平常的编制,缓和,消除(敌意,疑虑)vi.放下武器"
sanction,"n.批准,同意,支持,制裁,认可v.批准,同意,支持,鼓励,认可"
sanctity,n.圣洁
sanctuary,n.避难所
sacrilege,"n.冒渎,亵渎圣物,悖理逆天的行为,渎圣罪"
desecrate,"vt.亵渎,污辱,把(神物)供俗用"
sanctify,v.尊崇
contaminate,v.污染
contamination,"n.玷污,污染,污染物"
contaminator,"n.弄脏者 致污物,污染物"
decontaminate,"vt.净化,排除污染"
contaminant,"n.致污物,污染物"
ethnicity,n.种族划分
ethnic,"adj.人种的,种族的,异教徒的"
ethnology,"n.人种学,人类文化学"
ethnologist,"n.民族学者,人种学者"
ethnomusicology,
record,"n.履历,档案,诉状,最高纪录,报告,唱片vt.记录,标明,将...录音vi.录音,被录音adj.创纪录的"
concord,"n.和谐,一致,和睦"
discord,"n.不一致,意见不合,嘈杂声,[音乐] 不和谐v.不和"
accord,"n.一致,符合,调和,协定;vt.一致,给与;vi.符合"
cardiac,"n.强心剂,强胃剂adj.心脏的,(胃的)贲门的"
electrocardiogram," IlektrEJ5kBdIEJ^rAm/n..[医]:dIEJ^rB:f/n..[倚牡缤,心动电流徒]心动电流描记器(略作ECG)"
cordial,"n.兴奋剂,兴奋性饮料adj.热忱的,诚恳的,兴奋的"
assault,"n.攻击,袭击v.袭击"
result,"n.结果,成效,计算结果vi.起因,由于,以...为结果,导致"
insult,"n.侮辱,凌辱vt.侮辱,凌辱"
salute,"n.(尤指军队等之)举手礼,升降旗致敬,呜礼炮等,敬礼v.行礼致敬,敬礼"
resilient,"adj.弹回的,有回弹力的"
salient,"adj.易见的,显著的,突出的,跳跃的n.凸角,突出部分"
assail,"vt.攻击,质问"
exult,"vi.非常高兴,欢跃"
desultory,"adj.散漫的,不连贯的,断断续续的"
tend,"vi.趋向,往往是vt.照管,护理"
tendency,"n.趋向,倾向"
attend,"vt.出席,参加,照顾,护理,注意vi.专心,留意"
attendant,n.服务员
extend,"v.扩充,延伸,伸展,扩大[军]使疏开,给予,提供,演化出的全文,<英>[律]对(地产等)估价"
extension,"n.延长,扩充,范围n.扩展名adj.[逻]外延的,客观现实的"
extensive,"adj.广大的,广阔的,广泛的"
intend,"vt.想要,打算,意指,意谓"
intention,"n.意图,目的"
pretend,"vt.假装,装扮,(作为藉口或理由)伪称"
attention,"n.注意,关心,关注,注意力,(口令)立正!"
extent,"n.广度,宽度,长度,范围,程度,区域,[律]<英>扣押,<美>临时所有权令"
intense,"adj.强烈的,剧烈的,热切的,热情的,激烈的"
tension,"n.紧张(状态),不安,拉紧,压力,张力,牵力,电压vt.拉紧,使紧张"
contend,"v.斗争,竞争,主张"
intent,"n.意图,目的,意向,[律](犯罪或侵权行为的)故意adj.专心的,决心的,热心的"
distend,"v.(使)扩大,(使)扩张"
attentive,"adj.注意的,专心的,留意的"
intensify,vt.加强vi.强化
pretentious,adj.自命不凡的
valid,"adj.[律]有效的,有根据的,正当的,正确的"
prevail,"vi.流行,盛行,获胜,成功"
invalid,"n.病人,残废者adj.有病的,残废的"
invalidity,n.无效力
invalidate,vt.使无效
prevalence,n.流行
valiant,"adj.勇敢的,英勇的n.勇敢的人"
audience,"n.听众,观众,接见,拜见"
auditor,"n.计员,核数师"
audition,"n.听,听力,试听"
audit,"n.审计,稽核,查帐vt.稽核,旁听vi.查账"
auditorium,"n.听众席,观众席,<美>会堂,礼堂"
audible,adj.听得见的
inaudible,"adj.听不见的,不可闻的"
corporation,"n.[律]社团,法人,公司,企业,<美>有限公司,(市,镇的)自治机关,<口>大肚皮"
incorporate,"adj.合并的,结社的,一体化的vt.合并,使组成公司,具体表现vi.合并,混合,组成公司vt.[律]结社,使成为法人组织"
corpse,n.尸体
corporate,"adj.社团的,法人的,共同的,全体的"
corpulent,"adj.肥大的,肥胖的"
corporal,"n.<美>下士adj.肉体的,身体的"
corporeal,"adj.肉体的,物质的,有形的"
contact,"n.接触,联系vt.接触,联系"
intact,"adj.完整无缺的,尚未被人碰过的,(女子)保持童贞的,(家畜)未经阉割的"
tact,"n.机智,手法,老练,角觉vt.对(刺激)操作性应答vi.(以言语或声音)操作性应答"
tactics,"n.战术,策略"
tangible,adj.切实的
contagious,"adj.传染性的,会感染的"
intangible,"adj.难以明了的,无形的"
inhale,vt.吸入vi.吸气
inhalation,n.吸入
exhale,"v.呼气,发出,发散,<古>使蒸发"
hale,"adj.强壮的,健壮的(尤指老人),矍铄的vt.<古>强拉,硬拖"
halitosis,n.<美>[医]口臭
neural,"adj.神经系统的,神经中枢的,背的"
nervous,"adj.神经紧张的,不安的,强健有力的"
nerve,"n.神经,胆量,勇气,叶脉vt.鼓起勇气"
neuritis,n.神经炎
neurology,"n.神经学,神经病学"
neurosis,"n.神经症,神经衰弱症"
nervy,"adj.肌肉发达的,有勇气的,冷静的"
plantation,"n.耕地,种植园,大农场,森林,人造林,殖民"
transplant,"v.移植,移种,移民,迁移n.移植,被移植物,移居者"
implant,v.灌输
plantable,adj.可种植的
supplant,"vt.排挤掉,代替"
transplantation,"n.迁移,移植,移民"
equable,"adj.变动小的,平静的"
equate,"vt.使相等,[数]视为平等vi.等同"
equitable,"adj.公平的,公正的,平衡法的"
iniquity,n.不公正
equivocal,"adj.意义不明确的,模棱两可的,可疑的"
private,"adj.私人的,私有的,私营的,秘密的n.士兵"
privilege,"n.特权,特别待遇,基本公民权力,特免vt.给与...特权,特免"
deprive,"vt.剥夺,使丧失"
privacy,"n.独处而不受干扰,秘密"
privy,adj.个人的n.有利害关系的人
deprivation,n.剥夺
gravity,"n.地心引力,重力"
grave,"n.墓穴,坟墓adj.严重的,(颜色)黯淡的,(声音)低沉的v.雕刻,铭记"
grief,"n.悲痛,伤心事,不幸,忧伤"
aggravate,"vt.使恶化,加重"
grieve,"v.(使)悲痛,(使)伤心,忧伤"
aggrieve,"vt.令委屈,令苦恼,侵害"
measure,"n.尺寸,量度器,量度标准,方法,测量,措施vt.测量,测度,估量,分派,权衡,调节vi.量"
meter,"n.米,公尺,计,表,仪表"
diameter,n.直径
immense,"adj.极广大的,无边的,<口>非常好的"
barometer,n.气压计
dimension,"n.尺寸,尺度,维(数),度(数),元"
symmetry,"n.对称,匀称"
immeasurable,adj.不可估量的
metrical,"adj.测量的,度量的,(诗的)韵律的"
commensurate,"adj.相称的,相当的"
lateral,"n.侧部,支线,边音adj.横(向)的,侧面的"
bilateral,"adj.有两面的,双边的"
equilateral,adj.等边的n.等边形
multilateral,"adj.多边的,多国的"
unilateral,"adj.单方面,单边的,片面的,单系,[植]单侧的,[语]单边音"
annual,"n.一年生植物,年刊,年鉴adj.一年一次的,每年的,一年生的"
anniversary,n.周年纪念
annals,"n.编年史,年报"
annuity,"n.年金,养老金,年金享受权"
biannual,adj.一年二次的
millennium,"n.太平盛世,一千年"
perennial,"adj.四季不断的,终年的,长期的,永久的,(植物)多年生的"
bridge,"n.桥,船桥,鼻梁,桥牌vt.架桥,渡过;网桥"
abbreviation,"n.缩写,缩写词"
abbreviate,"v.缩写,缩短,简化,简写成,缩写为"
brevity,"n.(时间)短暂,(讲话,文章等)简短"
abridge,"v.删节,削减,精简"
abridgment,"n.删节,节略,删节本"
desert,"n.沙漠,应得的赏罚,功过adj.沙漠的,不毛的,荒凉的vt.放弃,遗弃,逃跑vi.逃掉,逃亡,开小差"
insert,"vt.插入,嵌入n.插入物"
assertive,"adj.断定的,过分自信的"
exsert,"vt.[医]使突出,使伸出"
insertion,n.插入
assert,"v.断言,声称"
assertion,"n.主张,断言,声明"
innocent,"adj.(～ of) 清白的,无罪的,天真的,无知的"
innocence,n.清白
nocuous,"adj.有害的,有毒的"
innocuous,"adj.无害的,无毒的,无伤大雅的,不得罪人的"
noxious,adj.有害的
obnoxious,"adj.不愉快的,讨厌的"
evil,"adj.邪恶的,带来麻烦的,不幸的,有害的,诽谤的n.邪恶,不幸,罪恶"
devil,"n.魔鬼,恶棍"
vile,"adj.卑鄙的,可耻的,恶劣的,可憎的,简陋的,低廉的,坏透的,不足道的"
deviltry,"n.恶行,残暴"
vilify,"vt.诽谤,辱骂,贬低,轻视"
villain,"n.坏人,恶根"
meliorate,"v.改善,改良,变好"
melioration,n.改善
meliorism,n.世界改良论
ameliorate,"v.改善,改进"
amelioration,"n.改善,改进"
sage,"adj.贤明的,明智的,审慎的n.贤人,圣人,年高望重的人"
sagacious,"adj.有洞察力的,有远见的,精明的,敏锐的"
sagacity,"n.睿智,聪敏"
presage,n.预兆v.预示
sapience,n.贤明
recognize,"vt.认可,承认,公认,赏识vi.具结"
cognition,n.认识
precognition,n.预知
cognizable,"adj.可辨识的,可以审理的"
cognizant,adj.认知的
philosophy,"n.哲学,哲学体系,达观,冷静"
philanthropy,n.慈善事业
neophilia,"n.喜欢新奇,对新事物的强烈兴趣"
zoophilous,"adj.由小动物传播的,爱护动物的"
philology,"n.语言学,文献学"
aesthetic,"adj.美学的,审美的,有审美感的"
anesthesia,n.=<美>anaethesia
aesthetics,"n.美学,美术理论,审美学,美的哲学"
anaesthetic,n.麻醉剂adj.麻醉的
aesthete,"n.审美家,唯美主义者"
phobia,"n.恐怖病,恐怖症"
acrophobia,n.[医]恐高症
hydrophobia,"n.狂犬病,恐水病"
xenophobia,"n.仇外,惧外者"
meditate,"v.想,考虑,(尤指宗教上的)沉思,冥想"
meditation,"n.沉思,冥想"
meditative,"adj.沉思的,爱思考的,冥想的"
premeditate,"v.预谋,预先考虑"
premeditated,"adj.预想的,预谋的"
anthropology,n.人类学
anthropophagous,adj.食人的
misanthropist,"n.厌恶人类者,厌世者"
philanthropist,n.慈善家
anthropoid,n.类人猿adj.似人类的
inspire,"vt.吸(气),鼓舞,感动,激发,启示,使生灵感,产生vi.吸入,赋予灵感"
expire,"v.期满,终止,呼气,断气,届满"
inspiration,n.灵感
aspire,"vi.热望,立志"
aspiration,"n.热望,渴望"
conspire,"v.共谋,阴谋,(指事件)凑合起来"
expiration,"n.满期,呼出,呼气,<古>终止"
dispirit,"vt.使沮丧,使气馁"
respire,v.呼吸
survive,"v.幸免于,幸存,生还"
survival,"n.生存,幸存,残存,幸存者,残存物"
vital,"adj.生死攸关的,重大的,生命的,生机的,至关重要的,所必需的"
vigor,"n.精力,活力"
vigorous,"adj.精力旺盛的,有力的,健壮的"
vivid,"adj.生动的,鲜明的,鲜艳的,大胆的,清晰的,活泼的,逼真的"
revive,"v.(使)苏醒,(使)复兴,(使)复活,(使)再生效,回想"
revival,"n.苏醒,复兴,复活,再生效,复苏"
vitality,"n.活力,生命力,生动性"
vitalize,v.激发
revitalize,v.新生
vivacious,"adj.活泼的,快活的,[植]多年生的"
vigilant,"adj.警惕着的,警醒的"
senior,"adj.年长的,资格较老的,地位较高的,高级的"
senate,"n.参议院,上院"
senator,"n.参议员,(大学的)评议员,(古罗马的)元老院议员"
senatorial,"adj.参议院的,参议员的"
senescence,"n.老朽,衰老"
seniority,n.资历
blaspheme,"v.亵渎,咒骂,辱骂"
blasphemy,n.亵渎(话)
euphemism,n.[语法]委婉的说法
euphemistic,adj.委婉的
bicycle,"n.脚踏车,自行车"
bilingual,adj.能说两种语言的
bilateral,"adj.有两面的,双边的"
