define,"vt.定义,详细说明"
between," prep.在...之间,连接...,由...协力合作"
beyond," prep.在(到)...较远的一边,超过,那一边adv.在远处n.远处"
big,"adj.大的,重要的,量大的,重要的adv.夸大地,顺利"
bike,"n.脚踏车,自行车"
bill,"n.帐单,钞票,票据,清单,议案,法案,广告vt.用海报宣传,把...列成表,给...开帐单"
billion,n.adj.十亿(的)
biological,adj.生物学的
biologist,n.生物学家
biology,"n.生物学,生物(总称)"
bird,"n.鸟,<俚>人vi.在野外观察或鉴别鸟类"
birth,"n.出生,产生,出身"
bite,
black,"n.黑色,黑颜料,黑人adj.黑色的,弄脏了的,忧郁的vt.(使)变黑,涂黑"
blackboard,n.黑板
blind,"adj.瞎的,盲目的vt.使失明,缺乏眼光或判断力"
blog,
body,"n.身体,肉体,人,尸体,主要部分,团体,大量vt.赋以形体"
bone,n.骨v.剔除
book,"n.书,书籍,卷,篇,帐簿,名册,工作簿v.登记,预订,控告"
booking,"n.登记,预约"
boring,n.钻(孔)adj.令人厌烦的
born,"adj.天生的,原本,天生就...的 vbl.出生"
borrow,"v.借,借入,借用"
boss,"n.老板,上司vt.指挥"
both,"adj.两者,双方的 pron.双方,两者"
bother,"vt.烦扰,打扰vi.烦恼,操心n.麻烦,烦扰v.打扰"
box,"n.盒子,箱,包厢,岗亭,一拳v.装...入盒中,打耳光,拳击"
boy,"n.男孩,儿子,孩子气的人,男仆"
brain,"n.脑,头脑"
brave,adj.勇敢的
bread,"n.面包,生计"
break,"n.休息,暂停,破裂,突变v.打破,违犯,折断,削弱,超过,突变"
breakfast,n.早餐vi.进早餐
breath,"n.呼吸,气息,气味,空气,微风,暂停,瞬间"
breathe,"v.呼吸,发出"
bridge,"n.桥,船桥,鼻梁,桥牌vt.架桥,渡过;网桥"
bright,"adj.明亮的,辉煌的,欢快的,聪明的,伶俐的"
bring,"vt.拿来,带来,产生,引起,提出(诉讼)vi.停下"
Britain,
British,
brother,n.兄弟
build,"v.建造,建筑n.构造,体格,体形"
building,"n.建筑物,营造物(如房屋,大楼,工厂,船等)"
burn,"v.烧,烧焦,点(灯),使感觉烧热n.烧伤,灼伤"
business,"n.商业,买卖,交易,生意,事情,事物,营业,商行"
businessman,n.商人
busy,"adj.忙碌的,热闹的,临时占用的"
but," prep.除...以外 conj.而是,但是adv.几乎,仅仅"
button,"n.钮扣,[计]按钮v.扣住,扣紧"
buy,"v.买n.购买,买卖"
buyer,"n.买主,顾客,采购员"
by," prep.在附近,在旁边,经,由,依据,按照,通过,用adv.通过,经过,附近 [域] Belarus,白俄罗斯"
cabbage,"n.[植]甘蓝,卷心菜"
cafe,"n.咖啡馆,小餐馆"
café,
call,"n.喊声,叫声,命令,号召,访问,叫牌,通话,必要v.呼叫,召集,称呼,认为,命名,打电话"
calm,"adj.(天气、海洋等)静的,平静的,镇静的,沉着的v.(使)平静,(使)镇定,平息"
camel,"n.骆驼,[船](打捞用的)浮筒"
campus,"n.<美>校园,大学教育"
can,"vt.装进罐中,把食品装罐n.罐头,铁罐 conj.能,可以"
Canada,
cancel,"vt.取消,删去"
cancer,"n.癌,毒瘤"
candy,"n.糖果,冰糖v.蜜饯,糖煮(水果)"
cannot, conj.不能
car,"n.汽车,小汽车,车辆,客车,[铁]车厢"
card,"n.纸牌,卡片"
care,"n.注意,照料,烦恼,忧虑,由...转交vi.关心,顾虑,照顾,喜爱vt.在意"
career,"n.(原意:道路,轨道)事业,生涯,速度"
careful,"adj.小心的,仔细的"
carrot,n.胡萝卜
carry,"n.进位,射程,运载vt.携带,运送,支持,支撑,传送,意味vi.被携带,能达到"
case,"n.事,病例,案例,情形,场合,讼案,容器,(语法)格"
cash,n.现金vt.兑现
catch,"n.捕捉,捕获物,(窗)钩v.捕获,赶上(车船等),发觉,感染(疾病)vi.抓住,燃着"
cause,"n.原因,导致某事发生的人或事,动机,理由,根据,目标,理想,事业vt.引起,惹起,使(发生),促成"
celebrate,"v.庆祝,祝贺,表扬,赞美,举行"
cell,"n.单元,细胞,蜂房,(尤指监狱或寺院的)单人房间,电池"
cent,"n.(货币单位)分,分币"
center,"n.中心,中央,中心点,中锋adj.中央的,位于正中的vt.集中,使聚集在一点,定中心,居中vi.居中,有中心,被置于中心"
central,"adj.中心的,中央的,重要的,主要的,中枢的,走中间道路的n.<美>电话总机"
century,"n.世纪,百年,百个,板球中的一百分,百元(钞票)"
certain,"adj.确定的,某一个,无疑的,必然的,可靠的 pron.某几个,某些"
certainly,"adv.的确,(口语)当然,行"
chair,"n.椅子,教授职位,主席位,讲座vt.使入座,使就任要职"
challenge,n.挑战vt.向...挑战
chance,"n.机会,可能性,偶然性,运气v.碰巧,偶然发生,冒...的险adj.偶然的"
change,"n.改变,变化,转变,找回的零钱,找头,辅币vt.改变,变革,改造,兑换"
cheap,"adj.便宜的,不值钱的"
cheat,"n.欺骗,骗子v.欺骗,骗取"
check,"n.阻止,制止,控制,阻止物,支票,检讫的记号,饭馆的帐单vt.检查,制止,核对,寄存,托运vi.证明无误,核对无误,逐项相符,[象棋]将军"
cheer,"n.愉快,欢呼v.(使)快活,(对)欢呼"
chemical,"adj.化学的n.[常pl.] 化学制品,化学药品n.化学药品"
chemistry,n.化学
chicken,"n.小鸡,小鸟,鸡肉"
child,"n.孩子,儿女,子孙,(头脑、空想等的)产物,弟子,追随者"
childless,adj.无儿女的
children,"n.(pl.)孩子,孩子们"
china,"n.中国,瓷器"
chocolate,"n.巧克力,巧克力色"
choice,"n.选择,抉择,精选品,选择机会,选择权adj.精选的,上等的,挑三拣四的,可选的,宠爱的,爱惜的"
choose,"v.选择,选定"
church,"n.教堂,礼拜堂,教会,教派,[宗]礼拜"
cigarette,"n.香烟,纸烟"
cinema,"n.电影院,电影"
city,"n.城市,都市,全体居民,城邦"
class,"n.班级,阶级,社会等级,种类,(一节)课vt.把...分类(或分等级)"
classical,"adj.古典的,正统派的,古典文学的"
classroom,n.教室
clean,"adj.清洁的,干净的,清白的v.打扫,使干净,清扫"
clear,"adj.清楚的,清晰的,清澈的,光亮的,空旷的,有条理的adv.清楚地,完全地v.扫除,清除,晴,跳过,净得"
clearly,"adv.明朗地,明显地,无疑地"
clever,"adj.机灵的,聪明的"
climb,"v.攀登,爬n.攀登,爬"
clock,n.时钟
close,"v.关,关闭,结束,停止,使靠近,靠拢,会合,包围n.结束adj.近的,紧密的,精密的,齐根的,封闭的,亲密的,闷气的adv.接近,紧密地"
closely,adv.接近地
cloth,"n.布,织物,衣料"
clothes,"n.衣服,[总称]被褥,各种衣服,<美俚>家丑"
clothing,n.衣服
cloud,"n.云,烟云,(pl.)天空,污点vt.以云遮敝,玷污,使黯然vi.乌云密布,阴沉"
cloudy,"adj.多云的,阴天的,阴沉"
club,"n.俱乐部,夜总会,社,棍棒,(高尔夫球等的)球棒,(扑克牌)梅花vt.棍打,协作,联合,把...当棍棒用"
coat,"n.外套,(动物的)皮毛,(植物的)表皮,(漆等的)层,涂层vt.涂上,包上"
cock,"n.公鸡,雄鸟,头目,(水)龙头,<俚>阴茎vt.使耸立,使竖起,堆成锥形vi.大摇大摆地走,翘起"
coffee,"n.咖啡,咖啡树,咖啡茶,咖啡豆,咖啡色"
coin,n.硬币vt.铸造(硬币)
cold,"n.寒冷,[物]零下温度,伤风,感冒adj.寒冷的,使人战栗的,冷淡的,不热情的,失去知觉的"
collect,"v.收集,聚集,集中,搜集adj.由收件人付款的adv.由收件人付款地"
collection,"n.收藏,征收,搜集品,捐款"
college,"n.(综合大学中的)学院,(独立的)学院,<美>大学,<英>公学,书院,高等专科学院,大学,学会"
color,"n.<美>(=colour)颜色,色彩,脸色,风格,外貌vt.给...涂颜色,改变...的颜色,粉饰,脸红,歪曲vi.获得颜色,变色"
come,"vi.来,来临,到达,出现,来(自),出生(于),开始int.嗨! vbl.来,到达,合计为"
comedy,"n.喜剧,喜剧性的事情"
comfort,"n.安慰,舒适,安慰者vt.安慰,使(痛苦等)缓和"
commonly,"adv.普通地,一般地"
communicate,"v.沟通,通信,(房间、道路、花园等)相通,传达,感染"
company,"n.公司,陪伴,(一)群,(一)队,(一)伙,连,连队"
compare,"v.比较,相比,比喻 n.比较"
compete,"vi.比赛,竞争"
competitive,adj.竞争的
competitor,n.竞争者
complete,"adj.全部的,完全的,完成的vt.完成,使完善"
completely,"adv.十分,完全地"
computer,"n.计算机,电脑"
concern,"vt.涉及,关系到n.(利害)关系,关心,关注,关注,所关心的是"
concerned,"adj.关心的,有关的"
conclusion,"n.结束,缔结,结论"
confidence,n.信心
confident,"adj.自信的,确信的"
confused,"adj.困惑的,烦恼的"
congratulate,"vt.祝贺,庆贺,恭喜"
congratulation,"n.祝词,贺辞"
connect,"v.连接,联合,关连"
connection,"n.连接,关系,接线,线路,亲戚"
consumer,n.消费者
continue,"v.继续,连续,延伸"
contribution,"n.捐献,贡献,投稿"
control,"n.控制,支配,管理,调节,抑制,控制器,调节装置vt.控制,支配,管理(物价等),操纵,抑制"
cook,"n.厨师v.烹调,煮,伪造"
copy,"n.副本,拷贝,摹仿,一册v.复印,复制,拷贝,抄袭"
correct,"adj.正确的,恰当的,端正的vt.改正,纠正,告诫,惩戒"
cost,"n.成本,价钱,代价vt.价值为,(使)花费(金钱,时间,劳力等),使失去(生命,健康等),令人付出vi.花费"
could, vbl.can 的过去式
country,"n.国家,国土,[总称]国民,乡村,故乡adj.乡下的,乡村的,[方]祖国的,故乡的"
countryside,"n.乡下地方,乡下居民"
couple,"n.(一)对,(一)双,夫妇vt.连合,连接,结合vi.结合,结婚"
courage,"n.勇气,精神"
cousin,"n.堂兄弟姊妹,表兄弟姊妹"
cover,"n.盖子,封面,藉口vt.覆盖,铺,掩饰,保护,掩护,包括,包含,适用vi.覆盖,涂,代替"
crazy,"adj.疯狂的,狂热的,(指建筑等)不安全的"
creation,"n.创造,创作物"
creative,adj.创造性的
creativity,"n.创造力,创造"
crowded,"adj.拥挤的,塞满的"
cry,"vi.哭,流泪v.叫,喊n.哭泣,哭声,叫喊,喊声"
cucumber,n.[植]黄瓜
cultural,adj.文化的
culture,"n.文化,文明"
cup,"n.杯子,酒杯,奖杯vt.使成杯状,为...拔火罐"
curious,"adj.好奇的,求知的,古怪的,爱挑剔的"
customer,n.消费者
cut,"v.切(割、削),(直线等)相交,剪,截,刺穿,刺痛,删节,开辟n.(刀、剑、鞭等的)切削,削减,删节,伤口,切口"
cute,"adj.可爱的,聪明的,伶俐的,装腔作势的"
cycle,"n.周期,循环,自行车,一段时间,整套,(电学)周波vi.循环,轮转,骑自行车vt.使循环,使轮转"
daily,"adj.每日的,日常的adv.每日,日常地,天天n.日报,<美口>朝来夜去的女佣"
damage,"n.损害,伤害v.招致损害n.[律] (用复数)赔偿金"
danger,"n.危险,危险物,威胁"
dangerous,adj.危险的
darling,"n.心爱的人,亲爱的"
data,"n.datum的复数,[计] 资料,数据"
date,"n.日期,日子,(历史上某一)年代,时期,约会,枣椰子vt.约会,定日期vi.注明...的日期,过时 [计] 显示或设置系统日期"
daughter,"n.女儿adj.女儿的,如女儿的,关系如女儿的"
day,"n.天,白天,日子,白昼,黎明,工作日,节日,重要日子"
daylight,"n.日光,白昼,白天"
dead,"adj.死的,无感觉的,呆板的,不流动的,(语言、习惯)废弃了的,熄灭的n.死者adv.完全地,绝对的,突然的"
deadline,n.最终期限
death,"n.死,死亡,致死的原因,毁灭,屠杀"
decade,"n.十年,十"
December,
decide,"v.决定,判决"
decision,"n.决定,决心,决议,结果,果断,坚定"
decorate,"v.装饰,为...做室内装修"
decrease,"n.减少,减少之量v.减少"
deep,"adj.深的,纵深的,远离中心的,深奥的,难懂的,(指人)诡计多端的,低沉的(声音)adv.深入地,迟n.深渊,深处"
deer,
delay,"v.耽搁,延迟,延期,迟滞n.耽搁,延迟,迟滞"
delete,vt.删除
depend,"vi.依靠,依赖"
dependent,"adj.依靠的,依赖的,由...决定的,随...而定的"
describe,
description,"n.描写,记述,形容,种类,描述"
design,"n.设计,图案,花样,企图,图谋,(小说等的)构思,纲要v.设计,计划,谋划,构思"
designer,"n.阴谋家,设计家,制图师"
develop,"vt.发展,发达,发扬,进步,逐步展开(情节,音乐主题,方程式等)洗印,显影vi.发展,生长,发育,逐步显示出来"
development,n.发展
diamond,"n.钻石,菱形"
diary,n.日记
dictionary,"n.字典,词典"
die,"vi.死亡,消逝,平息,渴望,漠然,熄灭vt.死n.骰子,钢型,硬模,冲模"
differ,"vi.不一致,不同"
difference,"n.差异,差别,分歧,争论,[数]差额,差分adj.[数]微分的,[机]差动的"
different,adj.不同的
difficulty,"n.困难,难点"
dirty,"adj.肮脏的,卑鄙的,下流的,暴风雨的,恶劣的(天气)vt.弄脏vi.变脏"
disability,"n.无力,无能,残疾n.[律] 无能力,无资格"
disadvantaged,"adj.贫穷的,处于不利地位的"
disagree,"vi.不一致,不适宜"
disappear,"vi.消失,不见"
disappointed,adj.失望的
disappointment,n.失望
discomfort,"n.不便之处,不适"
discover,"vt.发现,发觉v.发现"
discovery,"n.发现,发明的东西"
discuss,"vt.讨论,论述"
discussion,n.讨论
dish,"n.盘,碟,盘装菜v.提出 碟形卫星天线"
dishonest,adj.不诚实的
disk,"n.(=disc) 磁盘,磁碟片,圆板,圆盘,圆盘状物"
display,"vt.陈列,展览,显示n.陈列,展览,显示 显示,显示器"
distance,"n.距离,远离,一长段时间,远方,远景,遥远,(时间的)间隔,(时日的)经过"
distrust,n.不信任vt.不信任
do,"v.做,实行,尽力,给予,可用,制作,算出,解答 [域] Dominican Republic ,多米尼加共和国"
doctor,"n.医生,博士,[古]学者,<俚>修理师vt.授以博士学位,诊断,修改,<美>治疗,搀混(食物、饮料),修改vi.行医"
document,"n.公文,文件,文档,档案,文献v.证明"
dollar,"n.元,美元"
door,"n.门,通道,家,户"
double,"n.两倍,[计] 双精度型adj.两倍的,双重的vt.使加倍vi.加倍,快步走,加倍努力"
doubt,"n.怀疑,疑惑,疑问v.怀疑,不信,拿不准,<古>恐怕"
down,"adj.向下的adv.向下,在下面,下去,降下 prep.往下,沿着n.绒毛,软毛,开阔的高地"
download,"下载,下传"
downstairs,"adv.在楼下,往楼下,下楼"
dragon,"n.龙,凶暴的人,严厉而有警觉性的女人"
drama,"n.(在舞台上演的)戏剧,戏剧艺术"
draw,"v.拉,曳,牵,画,绘制,拖曳vt.汲取,领取,提取,引起,吸引vi.向...移动,挨近n.平局,和局,拖曳"
drawing,"n.图画,制图,素描术"
dream,"v.做梦,梦见,梦想,想到n.梦,梦想"
dress,"n.女服,童装,服装,衣服v.(给...)穿衣"
drink,"n.饮料,酒,酗酒,一口(或一些)饮料v.喝,喝酒,(植物、土壤等的)吸水,举杯庆贺"
drive,"n.驾车,驱动器,快车道,推进力,驱使,动力,干劲,击球vt.开车,驱赶,推动、发动(机器等),驾驶(马车,汽车等)vi.开车,猛击,飞跑n.[计]驱动器"
driving,"n.操纵,驾驶adj.推进的,强劲的,精力旺盛的"
drug,"n.药,麻药,麻醉药,滞销货vi.<俗> 吸毒vt.使服毒品,毒化"
drunk,adj.喝醉了的 vbl.drink 的过去分词
duck,"n.鸭子,急忙蹲下,闪避,<俚> 人,家伙vi.没入水中,闪避vt.猛按...入水,躲避"
during," prep.在...的期间,在...的时候"
dying,adj.垂死的
e-mail,
each,"adj.各自的,每个的,每一 pron.各,各自,每个adv.每个"
early,"adj.早的,早熟的,及早的,早先的,早期的adv.早,在初期"
earn,"vt.赚,挣得,获得v.赚得,获得"
earth,"n.地球,陆地,泥土,洞穴,地球上的人类,尘世,[电]接地vt.埋入土中,把...赶入洞内,把...接地vi.躲入洞内"
earthquake,"n.地震,[喻]在震荡,在变动"
easily,"adv.容易地,不费力地"
east,"n.东方,东,东部地区adj.东方的,从向东来的adv.在东方,向东方,朝东方"
eastern,"adj.东方的,东部的"
easy,"adj.容易的,安逸的,舒适的,宽裕的,小康的,从容的,宽容的,流畅的adv.不费力的,轻松,悠闲,慢慢地n.短暂的休息"
eat,"v.吃,腐蚀"
economics,n.经济学
economist,"n.经济学者,经济家,[古]节俭的人,节约者"
economy,"n.经济,节约,节约措施,经济实惠,系统,机体,经济制度的状况"
edit,"vt.编辑,校订,剪辑n.编辑工作"
editor,"n.编辑,编辑器,编者"
educate,"vt.教育,训练,培养v.教育"
educated,"adj.受过教育的,有教养的"
education,"n.教育,训导,训练,培养,教育学"
educational,"adj.教育的,教育性的"
educator,n.教育家
effect,"n.结果,效果,作用,影响,(在视听方面给人流下的)印象vt.招致,实现,达到(目的等)"
effort,"n.努力,成就"
egg,"n.蛋,鸡蛋,卵v.怂恿,怂恿"
eight,"adj.八的 num.八,八个,第八n.八字形"
eighteen,"adj.十八的,十八个的"
eighty," num.八十,八十个"
either,"adj.任一的,(两方中的)每一方的 pron.任一,随便任一个 conj.或者,也"
elder,"n.年长者,老人,父辈adj.年长的,资格老的,"
electrical,"adj.电的,有关电的"
electricity,"n.电流,电,电学"
electronic,adj.电子的
elephant,"n.象,一种纸张的尺寸"
eleven,n.十一
else,"adj.别的,其他的adv.另外,其他"
embarrassing,
embarrassment,"n.困窘,阻碍"
emotion,"n.情绪,情感,感情"
emperor,"n.皇帝,君主"
employ,"vt.雇用,用,使用v.使用n.雇用"
employee,"n.职工,雇员,店员"
employer,"n.雇主,老板"
employment,"n.雇用,使用,利用,工作,职业"
empty,"adj.空的,空洞的,空虚的vt.使成为空的,倒空v.倒空adj.空的,空闲的v.腾空,腾出来"
enable,"vt.使能够,授予权利或方法"
encourage,"vt.鼓励,怂恿v.鼓励,鼓励"
encouragement,"n.鼓励,奖励"
end,"n.末端,尽头,结束,目标,限度,梢,末端,死亡v.结束,终结,终止"
endless,"adj.无止境的,无穷的"
enemy,"n.敌人,仇敌,[集合名词]敌军,[喻]大敌adj.敌人的,敌方的"
energy,"n.精力,精神,活力,[物]能量"
engine,"n.发动机,机车,火车头"
engineer,"n.工程师,技师,火车司机,轮机员,工兵"
England,
English,
enjoy,"vt.享受...的乐趣,欣赏,喜爱v.满意"
enough,"adj.足够的,充足的,只够做...的n.充足,足够,很多adv.足够地,充分地int.够了!"
